sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-295.77066403782044,-92.15626268700127,91.79749116976751,-92.15626268700127,-217.49086666623495
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,-232.75011737595327,-88.63251784753692,94.37242488670506,-88.63251784753692,-225.66700855656853
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-365.7271086654176,-227.11500151342003,90.61802636922891,-227.11500151342003,-235.08692098840928
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,-260.91741610121323,-144.77259516067988,80.07437606812043,-144.77259516067988,-182.2861632658868
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,-349.95517836211934,-210.75764547085427,92.93407782865995,-210.75764547085427,-225.87432792362304
Someone is about to live for 1000 years.,impossible,0.0,1.0,-171.42127479230376,-29.936058469048618,45.64752297640011,-29.936058469048618,-123.83663905869633
Someone is about to live for 110 years.,improbable,1.0,0.0,-219.37140326443088,-94.13847306973545,67.25460140486604,-94.13847306973545,-148.11238087132236
Someone is about to live for 60 years.,possible,1.0,0.0,-197.8470311335989,-71.37595660610975,69.37329156234965,-71.37595660610975,-153.0101166747417
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-356.76553677211564,-195.40871720020704,61.848516204765474,-195.40871720020704,-206.86676277169863
Someone is about to make a house out of bricks.,possible,0.975,0.025,-323.1943335108063,-180.50543675659003,90.72799829440629,-180.50543675659003,-230.8934976347971
Someone is about to make a house out of gas.,impossible,0.0,1.0,-226.12288753198456,-106.85245941131222,79.79429054850965,-106.85245941131222,-205.22348605515396
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,-218.88281554357235,-96.17868295659653,86.1093938129624,-96.17868295659653,-202.62120224483644
Someone is about to make their friend cry.,improbable,1.0,0.0,-338.4037995473717,-205.88133607723725,108.70666435597452,-205.88133607723725,-238.90333084581096
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,-279.05100575555184,-170.0838259438464,97.30388337913178,-170.0838259438464,-237.76126187120857
Someone is about to make their friend smile.,possible,1.0,0.0,-337.3239349883967,-210.35520892472874,112.33296310476383,-210.35520892472874,-240.95812285547512
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,-408.42847998331143,-218.24636916059924,98.56834144799288,-218.24636916059924,-228.60372996439932
Someone is about to move a marble with their hand.,possible,1.0,0.0,-401.13831178204543,-185.42244937706624,87.73624752755916,-185.42244937706624,-224.16538358816487
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,-325.6745112114185,-108.99828724642275,95.73538214232227,-108.99828724642275,-190.5496815008268
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-229.84986288045474,-94.02572961911845,75.65798850819938,-94.02572961911845,-176.55675284886047
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-286.1110150417746,-136.51598147165436,84.983373417537,-136.51598147165436,-217.39925426898762
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,-245.81356860366486,-106.67720267409524,86.61745822779044,-106.67720267409524,-190.08413724210482
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-384.87741064605103,-257.28521906397134,92.52888436154328,-257.28521906397134,-211.43981776998606
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,-402.57778361874045,-270.7702553572291,84.82757941809369,-270.7702553572291,-225.4365874772686
Someone is about to open a window with their hand.,possible,1.0,0.0,-427.0869465939646,-263.98033011258593,80.82811872322769,-263.98033011258593,-221.1183498840366
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-283.99202445544074,-147.90697693925097,84.76158730337085,-147.90697693925097,-193.03833054960558
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-207.08228996186224,-91.33336870840336,99.1444023563663,-91.33336870840336,-178.09824919298052
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-333.60513335096834,-205.2493009340194,94.01531788490422,-205.2493009340194,-240.20638934325
Someone is about to play with a toy.,possible,1.0,0.0,-330.98452811441905,-226.05684588688854,105.6863619679023,-226.05684588688854,-246.54800005261683
Someone is about to play with a wolf.,improbable,0.8,0.2,-184.19791101850115,-53.47386017187426,74.34922075558885,-53.47386017187426,-161.91969962330109
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,-205.00566129711723,-81.38034771574672,107.11914387762712,-81.38034771574672,-173.67257197273398
Someone is about to ride a cow.,improbable,0.85,0.15,-223.43757419332746,-101.20884965045994,88.82313983156254,-101.20884965045994,-185.61625448087926
Someone is about to ride a horse.,possible,1.0,0.0,-255.9060695495574,-146.5285681742435,85.03960541940776,-146.5285681742435,-190.52863776686175
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,-167.026634282403,-55.11644423025068,91.79339757414128,-55.11644423025068,-168.11454318566985
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-230.99471159524876,-58.84941949173381,78.04412105908968,-58.84941949173381,-139.79863871561838
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,-240.11899082887288,-80.79375142335215,83.61918380713949,-80.79375142335215,-163.03631788582013
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,-329.9948050375276,-143.53480783695895,82.65421791615621,-143.53480783695895,-186.93724855623145
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,-190.6551930772677,-34.58614581012823,78.25165540976951,-34.58614581012823,-139.73584946276017
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-255.39492981854835,-108.74561577764626,75.75262532407422,-108.74561577764626,-175.02025314649535
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,-165.8082335653485,-4.738144035270615,73.24260560189578,-4.738144035270615,-130.32641149029388
Someone is about to steal a large rock.,improbable,0.975,0.025,-460.1354897526314,-278.80318775374496,70.2053128433601,-278.80318775374496,-234.91666400199452
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-140.85334316778653,-49.74163126432742,81.7215636933834,-49.74163126432742,-154.00843543340727
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-117.20425837330987,-0.6407045978016299,74.89208405209885,-0.6407045978016299,-134.18802778262994
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-168.7782889102349,-47.36709450483702,94.63030068074332,-47.36709450483702,-170.51740231196086
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-346.3230864464167,-174.31033371336179,72.12683113578981,-174.31033371336179,-165.00808569262188
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-365.7449579136067,-210.65425921675399,79.98982551738516,-210.65425921675399,-181.9167521168449
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-306.873069867739,-116.37917271860073,86.80008076604548,-116.37917271860073,-173.39892929101762
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-346.73481202169637,-251.73899610558317,83.12683459837471,-251.73899610558317,-222.60771523249824
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-368.46420088434024,-216.17914717449523,96.62686104607792,-216.17914717449523,-248.04863765350817
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-308.0641347926196,-196.32451411000991,71.75014694268611,-196.32451411000991,-187.96908861592897
Someone is about to walk through an open door.,possible,1.0,0.0,-421.3234775146515,-279.7339393045448,81.28244069223263,-279.7339393045448,-268.6107065658017
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-98.47860709538925,6.368555029665828,85.55520816693397,6.368555029665828,-163.36832713835793
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,-123.24368612649177,-18.853957422925603,109.83060220706842,-18.853957422925603,-170.3604663730303
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,-141.31362833199788,8.404035103462164,82.6794723404963,8.404035103462164,-169.9354953131092
