sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-0.15081465244293213,-5.602016448974609,-1.4615930318832397,-5.602016448974609,-16.07835578918457
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-1.3518141508102417,-8.148447036743164,-1.9381340742111206,-8.148447036743164,-22.432510375976562
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-3.9079413414001465,-8.269891738891602,-2.431861639022827,-8.269891738891602,-19.084808349609375
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,0.3502131998538971,-0.11128067970275879,-2.8914055824279785,-0.11128067970275879,-11.560476303100586
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,1.4630420207977295,6.333931922912598,-1.0811526775360107,6.333931922912598,4.364060878753662
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-3.8348636627197266,-6.646747589111328,-2.293301582336426,-6.646747589111328,-13.037582397460938
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-0.9602243900299072,-2.7969441413879395,-2.4128198623657227,-2.7969441413879395,-14.461311340332031
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-0.36415696144104004,0.6259316205978394,-0.7928119897842407,0.6259316205978394,-3.3027682304382324
Someone is about to walk through an open door.,possible,1.0,0.0,-2.922828197479248,-5.20864200592041,-1.7168254852294922,-5.20864200592041,-11.894906997680664
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-2.121223211288452,-7.814148426055908,-2.402069568634033,-7.814148426055908,-17.642820358276367
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,3.582791328430176,11.81765365600586,-0.9253677129745483,11.81765365600586,11.184324264526367
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,0.9391968250274658,2.5955710411071777,-1.7060530185699463,2.5955710411071777,-2.2827019691467285
