sentence,label,possible,impossible,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone is about to eat a lollipop.,possible,1.0,0.0,-1.19865083694458,-1.9727516174316406,-8.739110946655273,-1.9727516174316406,-6.698580741882324
Someone is about to eat a pickle for dessert.,improbable,0.95,0.05,-0.5035033822059631,-1.375730276107788,-8.172369956970215,-1.375730276107788,-6.029202461242676
Someone is about to eat a planet.,impossible,0.025,0.975,1.4328746795654297,0.5794323682785034,-5.688129425048828,0.5794323682785034,-3.166116952896118
Someone is about to eat a rainbow for dessert.,impossible,0.0,1.0,0.027149870991706848,-0.7457071542739868,-7.073550224304199,-0.7457071542739868,-4.854959487915039
Someone is about to eat a whole sandwich for dinner.,possible,1.0,0.0,-1.728508710861206,-2.143106460571289,-8.25967025756836,-2.143106460571289,-7.050495147705078
Someone is about to eat a whole turkey for dinner.,improbable,0.9,0.1,-1.4179050922393799,-2.0193283557891846,-7.749587059020996,-2.0193283557891846,-6.783803939819336
Someone is about to eat a whole whale for dinner.,impossible,0.0263157894736842,0.9736842105263158,0.20843560993671417,-0.808447539806366,-7.623571395874023,-0.808447539806366,-6.2245707511901855
Someone is about to eat an insect.,improbable,0.9743589743589745,0.0256410256410256,-0.19171884655952454,-1.434938907623291,-7.645589828491211,-1.434938907623291,-6.101289749145508
Someone is about to find a monkey in a closet.,improbable,0.7368421052631579,0.2631578947368421,0.34143179655075073,-0.25199466943740845,-5.710604667663574,-0.25199466943740845,-4.422778129577637
Someone is about to find a sweater in a closet.,possible,1.0,0.0,-1.4596762657165527,-1.8857221603393555,-6.113827705383301,-1.8857221603393555,-4.881412029266357
Someone is about to find a unicorn in a closet.,impossible,0.075,0.925,0.8234743475914001,0.25194263458251953,-4.955128192901611,0.25194263458251953,-3.6222281455993652
Someone is about to have a cat as a pet.,possible,1.0,0.0,-2.1349472999572754,-2.2811360359191895,-7.6768388748168945,-2.2811360359191895,-5.89739990234375
Someone is about to have a lion as a pet.,improbable,0.6666666666666666,0.3333333333333333,-0.8728715181350708,-1.5133910179138184,-8.421862602233887,-1.5133910179138184,-6.345061302185059
Someone is about to have the moon as a pet.,impossible,0.0256410256410256,0.9743589743589745,1.2440924644470215,0.7426906824111938,-6.068476676940918,0.7426906824111938,-4.627533435821533
Someone is about to know the name of someone they just met.,possible,0.9705882352941176,0.0294117647058823,-0.8100883364677429,-0.6095404624938965,-4.288189888000488,-0.6095404624938965,-3.1338419914245605
Someone is about to know the names of everyone in the world.,impossible,0.0256410256410256,0.9743589743589745,1.1180968284606934,0.8378375172615051,-4.828513145446777,0.8378375172615051,-2.1116552352905273
Someone is about to know the names of everyone they ever met.,improbable,0.5526315789473685,0.4473684210526316,1.2996498346328735,0.9325769543647766,-4.070378303527832,0.9325769543647766,-1.9743059873580933
Someone is about to live for 1000 years.,impossible,0.0,1.0,0.48625385761260986,-0.182220458984375,-6.4990410804748535,-0.182220458984375,-4.5244245529174805
Someone is about to live for 110 years.,improbable,1.0,0.0,1.0212396383285522,0.0507156103849411,-6.716137409210205,0.0507156103849411,-4.377241134643555
Someone is about to live for 60 years.,possible,1.0,0.0,-1.4526444673538208,-1.2218098640441895,-5.49029541015625,-1.2218098640441895,-3.904778003692627
Someone is about to magically appear into the store.,impossible,0.0526315789473684,0.9473684210526316,-0.11145835369825363,-0.3022647798061371,-5.261096954345703,-0.3022647798061371,-2.9670839309692383
Someone is about to make a house out of bricks.,possible,0.975,0.025,-1.3511624336242676,-1.855000615119934,-6.936711311340332,-1.855000615119934,-5.673398494720459
Someone is about to make a house out of gas.,impossible,0.0,1.0,1.4006726741790771,0.8510240316390991,-4.6996588706970215,0.8510240316390991,-1.4844114780426025
Someone is about to make a house out of grass.,improbable,0.5135135135135135,0.4864864864864865,1.9433705806732178,0.5606215000152588,-7.0319390296936035,0.5606215000152588,-4.507840633392334
Someone is about to make their friend cry.,improbable,1.0,0.0,-0.5905477404594421,-1.1801904439926147,-4.965213775634766,-1.1801904439926147,-3.546544075012207
Someone is about to make their friend shrink.,impossible,0.0789473684210526,0.9210526315789472,1.1266340017318726,1.2943106889724731,-3.5237886905670166,1.2943106889724731,-1.2647018432617188
Someone is about to make their friend smile.,possible,1.0,0.0,-0.7091940641403198,-0.8943772315979004,-3.0212936401367188,-0.8943772315979004,-2.6093339920043945
Someone is about to move a marble with their breath.,improbable,0.8205128205128205,0.1794871794871795,0.5437606573104858,0.17109671235084534,-5.483633518218994,0.17109671235084534,-1.9500032663345337
Someone is about to move a marble with their hand.,possible,1.0,0.0,-2.0905380249023438,-2.5106377601623535,-9.68575382232666,-2.5106377601623535,-7.314711093902588
Someone is about to move a marble with their mind.,impossible,0.0512820512820512,0.9487179487179488,0.3171052634716034,-1.0677075386047363,-7.400444030761719,-1.0677075386047363,-4.511413097381592
Someone is about to not eat for 1 hour.,possible,1.0,0.0,-0.7702357769012451,-1.1757912635803223,-5.506677150726318,-1.1757912635803223,-5.119498252868652
Someone is about to not eat for 10 days.,improbable,0.8108108108108109,0.1891891891891892,-0.10671083629131317,-0.8301306962966919,-5.303636074066162,-0.8301306962966919,-4.941007614135742
Someone is about to not eat for 100 days.,impossible,0.054054054054054,0.945945945945946,0.6383286714553833,-0.2494877278804779,-5.411092758178711,-0.2494877278804779,-4.5823469161987305
Someone is about to open a window with their breath.,impossible,0.1351351351351351,0.8648648648648649,-0.35738709568977356,-0.8675438761711121,-5.835953712463379,-0.8675438761711121,-2.2091660499572754
Someone is about to open a window with their feet.,improbable,0.8974358974358975,0.1025641025641025,0.1440192312002182,-0.1081055998802185,-7.0289411544799805,-0.1081055998802185,-3.5847220420837402
Someone is about to open a window with their hand.,possible,1.0,0.0,-1.466944694519043,-1.7075183391571045,-8.221282958984375,-1.7075183391571045,-5.21483039855957
Someone is about to paint polka dots on a cloud.,impossible,0.025,0.975,-1.0975098609924316,-1.4227851629257202,-9.551102638244629,-1.4227851629257202,-6.358515739440918
Someone is about to paint polka dots on a plane.,improbable,0.925,0.075,-1.923157811164856,-1.6354963779449463,-10.563028335571289,-1.6354963779449463,-7.348049640655518
Someone is about to paint polka dots on a wall.,possible,1.0,0.0,-2.4499778747558594,-2.420741319656372,-9.953559875488281,-2.420741319656372,-7.505858898162842
Someone is about to play with a toy.,possible,1.0,0.0,-1.9381613731384277,-1.998091220855713,-7.458634853363037,-1.998091220855713,-5.6225481033325195
Someone is about to play with a wolf.,improbable,0.8,0.2,0.5589942932128906,-0.349883109331131,-6.389865398406982,-0.349883109331131,-4.533463001251221
Someone is about to play with magic.,impossible,0.4358974358974359,0.5641025641025641,0.08127886056900024,-0.0665232315659523,-3.9222517013549805,-0.0665232315659523,-2.6286048889160156
Someone is about to ride a cow.,improbable,0.85,0.15,0.6149657964706421,-0.722192645072937,-8.136836051940918,-0.722192645072937,-5.55552864074707
Someone is about to ride a horse.,possible,1.0,0.0,-1.7703324556350708,-2.4481685161590576,-8.0189208984375,-2.4481685161590576,-5.805705547332764
Someone is about to ride an ogre.,impossible,0.0769230769230769,0.9230769230769232,0.8731566667556763,0.6358938217163086,-5.047670364379883,0.6358938217163086,-2.904493808746338
Someone is about to shake someone's hand with their hand.,possible,1.0,0.0,-1.891287922859192,-1.8844623565673828,-6.576837539672852,-1.8844623565673828,-4.286492824554443
Someone is about to shake someone's hand with their mind.,impossible,0.0263157894736842,0.9736842105263158,1.6542465686798096,1.5111690759658813,-3.7658371925354004,1.5111690759658813,-0.7214804887771606
Someone is about to shake someone's hand with their mouth.,improbable,0.5641025641025641,0.4358974358974359,0.30098968744277954,-0.5717827677726746,-7.008693695068359,-0.5717827677726746,-4.020634651184082
Someone is about to stay awake for 5 days.,improbable,0.525,0.475,0.2128426730632782,-0.8219649195671082,-6.0382466316223145,-0.8219649195671082,-4.2332024574279785
Someone is about to stay awake for 5 hours.,possible,1.0,0.0,-0.533700704574585,-1.5077909231185913,-6.533173084259033,-1.5077909231185913,-4.644687652587891
Someone is about to stay awake for 5 years.,impossible,0.0512820512820512,0.9487179487179488,0.631995439529419,-0.0010053068399429321,-6.042407035827637,-0.0010053068399429321,-3.4697837829589844
Someone is about to steal a large rock.,improbable,0.975,0.025,-1.5919045209884644,-1.4889323711395264,-9.331645011901855,-1.4889323711395264,-7.282088279724121
Someone is about to turn an onion into apple juice.,impossible,0.0,1.0,-1.176020622253418,-1.5374796390533447,-9.1400785446167,-1.5374796390533447,-6.077779769897461
Someone is about to turn an onion into onion juice.,improbable,0.9230769230769232,0.0769230769230769,-1.1987571716308594,-1.4308433532714844,-8.604076385498047,-1.4308433532714844,-5.432781219482422
Someone is about to turn an onion into onion slices.,possible,0.9736842105263158,0.0263157894736842,-2.211076021194458,-2.1026878356933594,-9.338580131530762,-2.1026878356933594,-6.177285194396973
Someone is about to unlock a door with a doorkey.,possible,1.0,0.0,-2.8410515785217285,-2.640817165374756,-8.498048782348633,-2.640817165374756,-6.505124092102051
Someone is about to unlock a door with a toothpick.,improbable,0.6666666666666666,0.3333333333333333,-1.983075499534607,-2.2103781700134277,-10.697129249572754,-2.2103781700134277,-7.976010322570801
Someone is about to unlock a door with their mind.,impossible,0.05,0.95,-0.3747929632663727,-1.4451910257339478,-6.825715065002441,-1.4451910257339478,-3.8623833656311035
Someone is about to wait in line to go into the store.,possible,1.0,0.0,-2.3315072059631348,-2.8982620239257812,-6.700385093688965,-2.8982620239257812,-6.876302242279053
Someone is about to walk through a brick wall.,impossible,0.1025641025641025,0.8974358974358975,-0.5117840766906738,-1.024728536605835,-6.769900321960449,-1.024728536605835,-4.307766437530518
Someone is about to walk through a hot fire.,improbable,0.6153846153846154,0.3846153846153846,-0.9645334482192993,-1.1625219583511353,-7.783458709716797,-1.1625219583511353,-5.231349468231201
Someone is about to walk through an open door.,possible,1.0,0.0,-1.9531240463256836,-2.1031365394592285,-7.026900768280029,-2.1031365394592285,-5.438762187957764
Someone is about to wear shoes made out of leather.,possible,1.0,0.0,-0.8073747158050537,-2.1064510345458984,-7.839601039886475,-2.1064510345458984,-5.69107723236084
Someone is about to wear shoes made out of light.,impossible,0.05,0.95,3.238360643386841,3.252401351928711,-3.889615535736084,3.252401351928711,0.11581873893737793
Someone is about to wear shoes made out of stone.,improbable,0.4594594594594595,0.5405405405405406,1.1751072406768799,-0.023341495543718338,-7.605673313140869,-0.023341495543718338,-4.620278358459473
