sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone cut grass using a popsicle.,impossible,0.0,0.15625,0.59375,0.25,283.1315612792969,-17.603599548339844,12.92412281036377,-17.603599548339844,-24.53607177734375
Someone cut grass using a scythe.,improbable,0.4736842105263157,0.4736842105263157,0.0,0.0526315789473684,250.54234313964844,-19.43964385986328,14.18313980102539,-19.43964385986328,-26.95649528503418
Someone cut grass using an essay.,inconceivable,0.0,0.0571428571428571,0.2857142857142857,0.6571428571428571,211.92276000976562,-15.511653900146484,14.73902416229248,-15.511653900146484,-17.451454162597656
Someone cut grass using a lawnmower.,probable,0.9772727272727272,0.0227272727272727,0.0,0.0,275.10552978515625,-17.844852447509766,12.189619064331055,-17.844852447509766,-24.13382911682129
Someone cut cardboard using fur.,impossible,0.0,0.1333333333333333,0.7333333333333333,0.1333333333333333,237.04580688476562,-16.918292999267578,16.12851333618164,-16.918292999267578,-22.187366485595703
Someone cut cardboard using a scalpel.,improbable,0.4137931034482758,0.5517241379310345,0.0344827586206896,0.0,256.856201171875,-17.571338653564453,14.340042114257812,-17.571338653564453,-25.624794006347656
Someone cut cardboard using a snore.,inconceivable,0.0,0.0,0.2045454545454545,0.7954545454545454,249.7894287109375,-14.81362533569336,15.912303924560547,-14.81362533569336,-20.23023796081543
Someone cut cardboard using scissors.,probable,0.9565217391304348,0.0217391304347826,0.0217391304347826,0.0,238.242431640625,-17.337736129760742,13.898229598999023,-17.337736129760742,-26.052017211914062
Someone dented a car with a breeze.,impossible,0.0,0.0769230769230769,0.6153846153846154,0.3076923076923077,236.9019012451172,-13.965934753417969,13.42048168182373,-13.965934753417969,-20.950654983520508
Someone dented a car with a dumbbell.,improbable,0.7105263157894737,0.2631578947368421,0.0263157894736842,0.0,291.8512268066406,-15.851295471191406,10.796472549438477,-15.851295471191406,-23.746511459350586
Someone dented a car with a nap.,inconceivable,0.0,0.0188679245283018,0.1320754716981132,0.8490566037735849,203.51123046875,-13.09666633605957,13.40802001953125,-13.09666633605957,-17.294099807739258
Someone dented a car with a baseball bat.,probable,0.96875,0.0,0.03125,0.0,270.1251525878906,-16.60064697265625,9.634820938110352,-16.60064697265625,-22.974037170410156
Someone dug a hole using dirt.,impossible,0.0789473684210526,0.0789473684210526,0.5526315789473685,0.2894736842105263,273.9376220703125,-16.03404998779297,15.445152282714844,-16.03404998779297,-23.063182830810547
Someone dug a hole using a spatula.,improbable,0.0571428571428571,0.9428571428571428,0.0,0.0,287.5245666503906,-16.676660537719727,13.91234016418457,-16.676660537719727,-23.700414657592773
Someone dug a hole using a yawn.,inconceivable,0.0,0.0,0.25,0.75,239.3133544921875,-14.486474990844727,16.084829330444336,-14.486474990844727,-19.089008331298828
Someone dug a hole using a shovel.,probable,1.0,0.0,0.0,0.0,263.4004211425781,-16.89867401123047,13.967242240905762,-16.89867401123047,-23.109981536865234
Someone dipped a biscuit into a floor.,impossible,0.0930232558139534,0.0697674418604651,0.3488372093023256,0.4883720930232558,276.3374328613281,-15.698923110961914,12.269394874572754,-15.698923110961914,-20.849029541015625
Someone dipped a biscuit into wine.,improbable,0.3243243243243243,0.6756756756756757,0.0,0.0,282.92242431640625,-17.145221710205078,12.496011734008789,-17.145221710205078,-25.137014389038086
Someone dipped a biscuit into a myth.,inconceivable,0.0277777777777777,0.0,0.1388888888888889,0.8333333333333334,235.19561767578125,-12.223100662231445,14.392197608947754,-12.223100662231445,-15.606024742126465
Someone dipped a biscuit into coffee.,probable,0.8484848484848485,0.1212121212121212,0.0303030303030303,0.0,274.8591613769531,-16.35209083557129,12.112601280212402,-16.35209083557129,-24.80489730834961
Someone displayed books on a galaxy.,impossible,0.0689655172413793,0.0,0.2068965517241379,0.7241379310344828,255.0924072265625,-14.170499801635742,16.102731704711914,-14.170499801635742,-18.934627532958984
Someone displayed books on a bed.,improbable,0.5833333333333334,0.3888888888888889,0.0277777777777777,0.0,298.8095703125,-17.189281463623047,14.556644439697266,-17.189281463623047,-26.65533447265625
Someone displayed books on a sigh.,inconceivable,0.0,0.0212765957446808,0.0851063829787234,0.8936170212765957,257.45635986328125,-14.029314041137695,15.491561889648438,-14.029314041137695,-22.643789291381836
Someone displayed books on a shelf.,probable,1.0,0.0,0.0,0.0,234.65194702148438,-17.651859283447266,14.095091819763184,-17.651859283447266,-24.48590087890625
Someone docked a boat using a balloon.,impossible,0.0,0.1707317073170731,0.5609756097560976,0.2682926829268293,304.7506408691406,-15.832366943359375,12.842609405517578,-15.832366943359375,-24.681392669677734
Someone docked a boat using an anvil.,improbable,0.0714285714285714,0.6428571428571429,0.1785714285714285,0.1071428571428571,298.6844177246094,-16.897457122802734,12.855867385864258,-16.897457122802734,-23.7062931060791
Someone docked a boat using a lesson.,inconceivable,0.054054054054054,0.027027027027027,0.081081081081081,0.8378378378378378,222.18467712402344,-15.626556396484375,14.805047035217285,-15.626556396484375,-16.043628692626953
Someone docked a boat using an anchor.,probable,0.9069767441860463,0.0930232558139534,0.0,0.0,139.1754150390625,-16.69536018371582,12.658397674560547,-16.69536018371582,-23.578723907470703
Someone drank a cup full of lightning.,impossible,0.0,0.0,0.5365853658536586,0.4634146341463415,292.8434753417969,-13.514232635498047,16.253259658813477,-13.514232635498047,-24.285755157470703
Someone drank a cup full of honey.,improbable,0.03125,0.96875,0.0,0.0,277.4519348144531,-16.349876403808594,13.388762474060059,-16.349876403808594,-24.963756561279297
Someone drank a cup full of minutes.,inconceivable,0.0,0.03125,0.125,0.84375,256.6990661621094,-13.865499496459961,15.922821044921875,-13.865499496459961,-21.914318084716797
Someone drank a cup full of water.,probable,1.0,0.0,0.0,0.0,240.43405151367188,-15.882436752319336,13.058233261108398,-15.882436752319336,-22.160888671875
Someone dried their hands using a liquid.,impossible,0.0,0.05,0.875,0.075,240.0537109375,-14.800851821899414,12.493316650390625,-14.800851821899414,-20.99445343017578
Someone dried their hands using a sweater.,improbable,0.3076923076923077,0.6410256410256411,0.0,0.0512820512820512,300.41534423828125,-17.0234317779541,13.01805591583252,-17.0234317779541,-23.398502349853516
Someone dried their hands using freedom.,inconceivable,0.0,0.0285714285714285,0.1142857142857142,0.8571428571428571,245.92855834960938,-13.202591896057129,14.942831993103027,-13.202591896057129,-17.809053421020508
Someone dried their hands using a towel.,probable,1.0,0.0,0.0,0.0,254.40191650390625,-16.944931030273438,12.479190826416016,-16.944931030273438,-24.45523452758789
Someone broke a coconut using a pillow.,impossible,0.0,0.2972972972972973,0.7027027027027027,0.0,288.6872863769531,-16.464805603027344,11.165085792541504,-16.464805603027344,-25.886131286621094
Someone broke a coconut using a table.,improbable,0.0833333333333333,0.8888888888888888,0.0277777777777777,0.0,283.9193115234375,-15.353597640991211,11.28261661529541,-15.353597640991211,-22.914325714111328
Someone broke a coconut using a texture.,inconceivable,0.0,0.0,0.1590909090909091,0.8409090909090909,242.64248657226562,-14.225231170654297,13.887325286865234,-14.225231170654297,-19.86205291748047
Someone broke a coconut using a rock.,probable,0.75,0.25,0.0,0.0,263.821533203125,-15.326982498168945,12.124027252197266,-15.326982498168945,-25.153913497924805
Someone dried laundry using juice.,impossible,0.0,0.0465116279069767,0.6976744186046512,0.2558139534883721,311.06201171875,-16.36026954650879,13.214839935302734,-16.36026954650879,-21.936115264892578
Someone dried laundry using a fan.,improbable,0.525,0.475,0.0,0.0,305.540283203125,-17.857053756713867,13.350772857666016,-17.857053756713867,-26.20147132873535
Someone dried laundry using courage.,inconceivable,0.0,0.04,0.16,0.8,276.9233093261719,-14.93556022644043,15.666666030883789,-14.93556022644043,-20.017560958862305
Someone dried laundry using a clothesline.,probable,0.951219512195122,0.0,0.024390243902439,0.024390243902439,275.8396911621094,-19.400775909423828,12.037368774414062,-19.400775909423828,-26.193309783935547
Someone ate soup using a sieve.,impossible,0.0277777777777777,0.5277777777777778,0.4166666666666667,0.0277777777777777,313.2742004394531,-16.3209228515625,13.069643020629883,-16.3209228515625,-23.644664764404297
Someone ate soup using a bucket.,improbable,0.0,0.8947368421052632,0.0526315789473684,0.0526315789473684,316.22454833984375,-14.898429870605469,13.556215286254883,-14.898429870605469,-24.523536682128906
Someone ate soup using history.,inconceivable,0.0,0.0,0.0294117647058823,0.9705882352941176,241.02476501464844,-12.881338119506836,15.641331672668457,-12.881338119506836,-12.868911743164062
Someone ate soup using a spoon.,probable,1.0,0.0,0.0,0.0,279.02862548828125,-15.700591087341309,12.877054214477539,-15.700591087341309,-23.169052124023438
Someone entered a room through a wall.,impossible,0.0,0.3611111111111111,0.5555555555555556,0.0833333333333333,288.0072326660156,-17.163738250732422,13.707626342773438,-17.163738250732422,-25.60040283203125
Someone entered a room through a window.,improbable,0.5882352941176471,0.3823529411764705,0.0,0.0294117647058823,268.46759033203125,-17.25255584716797,12.275985717773438,-17.25255584716797,-25.225765228271484
Someone entered a room through a theory.,inconceivable,0.0,0.0238095238095238,0.0476190476190476,0.9285714285714286,222.74411010742188,-13.056989669799805,15.069761276245117,-13.056989669799805,-15.894495010375977
Someone entered a room through a door.,probable,0.972972972972973,0.0,0.0,0.027027027027027,247.65133666992188,-17.22504425048828,13.37521743774414,-17.22504425048828,-24.940210342407227
Someone filled a bucket with buildings.,impossible,0.0357142857142857,0.0714285714285714,0.7857142857142857,0.1071428571428571,263.2536315917969,-14.46466064453125,14.405118942260742,-14.46466064453125,-19.28561019897461
Someone filled a bucket with acorns.,improbable,0.9090909090909092,0.0909090909090909,0.0,0.0,246.46817016601562,-16.364519119262695,11.763343811035156,-16.364519119262695,-21.734254837036133
Someone filled a bucket with time.,inconceivable,0.0,0.0,0.4358974358974359,0.5641025641025641,262.4909362792969,-12.428485870361328,16.595829010009766,-12.428485870361328,-17.598979949951172
Someone filled a bucket with sand.,probable,1.0,0.0,0.0,0.0,241.0817108154297,-16.124723434448242,11.380799293518066,-16.124723434448242,-20.486175537109375
Someone filled a purse with sofas.,impossible,0.0,0.0277777777777777,0.8333333333333334,0.1388888888888889,298.39373779296875,-17.018268585205078,13.000094413757324,-17.018268585205078,-23.04387855529785
Someone filled a purse with cream.,improbable,0.064516129032258,0.9032258064516128,0.0,0.032258064516129,272.0020751953125,-15.091852188110352,12.883888244628906,-15.091852188110352,-21.223987579345703
Someone filled a purse with luck.,inconceivable,0.0,0.0238095238095238,0.3571428571428571,0.6190476190476191,257.6796569824219,-15.147260665893555,14.741340637207031,-15.147260665893555,-20.699134826660156
Someone filled a purse with coins.,probable,1.0,0.0,0.0,0.0,241.83517456054688,-16.750152587890625,11.589157104492188,-16.750152587890625,-20.680421829223633
Someone grew flowers inside a marble.,impossible,0.0,0.2058823529411764,0.6470588235294118,0.1470588235294117,242.4244384765625,-13.632211685180664,13.742918968200684,-13.632211685180664,-18.354896545410156
Someone grew flowers inside a mug.,improbable,0.3611111111111111,0.6388888888888888,0.0,0.0,302.4101257324219,-15.024449348449707,13.255602836608887,-15.024449348449707,-24.688053131103516
Someone grew flowers inside a sneeze.,inconceivable,0.0,0.0,0.0930232558139534,0.9069767441860463,256.30987548828125,-13.529012680053711,13.852814674377441,-13.529012680053711,-19.306663513183594
Someone grew flowers inside a pot.,probable,1.0,0.0,0.0,0.0,278.8277282714844,-15.884028434753418,13.30217456817627,-15.884028434753418,-25.210403442382812
Someone hung a painting using vapor.,impossible,0.0,0.0408163265306122,0.3673469387755102,0.5918367346938775,230.54379272460938,-13.136577606201172,14.849260330200195,-13.136577606201172,-19.700538635253906
Someone hung a painting using string.,improbable,0.7096774193548387,0.2903225806451613,0.0,0.0,265.87420654296875,-16.88391876220703,13.267959594726562,-16.88391876220703,-26.48630142211914
Someone hung a painting using a handshake.,inconceivable,0.0277777777777777,0.0,0.2222222222222222,0.75,287.1099548339844,-16.886966705322266,12.640560150146484,-16.886966705322266,-24.519691467285156
Someone hung a painting using screws.,probable,0.8484848484848485,0.1515151515151515,0.0,0.0,271.67242431640625,-17.776851654052734,10.842055320739746,-17.776851654052734,-28.005786895751953
Someone hid a gift inside a cloud.,impossible,0.0,0.1428571428571428,0.6571428571428571,0.2,273.73724365234375,-15.203696250915527,14.403600692749023,-15.203696250915527,-22.00780487060547
Someone hid a gift inside a forest.,improbable,0.2432432432432432,0.7297297297297297,0.0,0.027027027027027,289.771240234375,-16.333093643188477,14.075545310974121,-16.333093643188477,-22.264442443847656
Someone hid a gift inside a gasp.,inconceivable,0.0,0.0,0.1428571428571428,0.8571428571428571,226.08334350585938,-12.232486724853516,16.01654052734375,-12.232486724853516,-16.464693069458008
Someone hid a gift inside a closet.,probable,1.0,0.0,0.0,0.0,266.1890563964844,-17.373435974121094,12.86046028137207,-17.373435974121094,-24.993789672851562
Someone lifted a box using foam.,impossible,0.0,0.7837837837837838,0.1891891891891892,0.027027027027027,255.02767944335938,-16.683063507080078,13.987544059753418,-16.683063507080078,-23.78578758239746
Someone lifted a box using a pulley.,improbable,0.9428571428571428,0.0571428571428571,0.0,0.0,107.70419311523438,-15.449560165405273,12.285850524902344,-15.449560165405273,-18.69943618774414
Someone lifted a box using an emotion.,inconceivable,0.0,0.0,0.3720930232558139,0.627906976744186,231.0209197998047,-12.455743789672852,15.99892807006836,-12.455743789672852,-16.82701873779297
Someone lifted a box using a forklift.,probable,0.8823529411764706,0.1176470588235294,0.0,0.0,204.4530792236328,-17.392353057861328,12.16990852355957,-17.392353057861328,-25.686038970947266
Someone lit a candle using yogurt.,impossible,0.0,0.0344827586206896,0.6896551724137931,0.2758620689655172,303.9413757324219,-15.91929817199707,11.490062713623047,-15.91929817199707,-22.2857666015625
Someone lit a candle using a blowtorch.,improbable,0.2702702702702703,0.7297297297297297,0.0,0.0,278.8603515625,-16.801313400268555,12.439850807189941,-16.801313400268555,-23.852800369262695
Someone lit a candle using surprises.,inconceivable,0.0,0.0,0.217391304347826,0.782608695652174,239.51856994628906,-15.057897567749023,15.562989234924316,-15.057897567749023,-20.419025421142578
Someone lit a candle using a match.,probable,0.972972972972973,0.0,0.027027027027027,0.0,260.006103515625,-16.25591468811035,13.214061737060547,-16.25591468811035,-21.31045913696289
Someone built a house out of gas.,impossible,0.0,0.0,0.6666666666666666,0.3333333333333333,294.1966552734375,-13.97289752960205,13.382166862487793,-13.97289752960205,-21.43115997314453
Someone built a house out of grass.,improbable,0.0,0.6521739130434783,0.3478260869565217,0.0,315.1689758300781,-16.874374389648438,12.915811538696289,-16.874374389648438,-25.520275115966797
Someone built a house out of language.,inconceivable,0.0,0.027027027027027,0.1351351351351351,0.8378378378378378,292.17779541015625,-13.773221969604492,14.661714553833008,-13.773221969604492,-24.111440658569336
Someone built a house out of brick.,probable,0.9722222222222222,0.0,0.0277777777777777,0.0,284.7970886230469,-16.50568199157715,13.318523406982422,-16.50568199157715,-22.839366912841797
Someone made a sandwich using a star.,impossible,0.0,0.0,0.4210526315789473,0.5789473684210527,241.5525360107422,-13.473871231079102,13.852617263793945,-13.473871231079102,-21.029163360595703
Someone made a sandwich using lettuce.,improbable,0.9210526315789472,0.0789473684210526,0.0,0.0,271.3907470703125,-17.127792358398438,12.191349029541016,-17.127792358398438,-24.144515991210938
Someone made a sandwich using a mile.,inconceivable,0.0,0.0,0.027027027027027,0.972972972972973,244.88929748535156,-10.781871795654297,13.311311721801758,-10.781871795654297,-14.985111236572266
Someone made a sandwich using bread.,probable,0.9722222222222222,0.0277777777777777,0.0,0.0,246.501953125,-16.417930603027344,13.275257110595703,-16.417930603027344,-23.618547439575195
Someone made a smoothie using wind.,impossible,0.0,0.119047619047619,0.6190476190476191,0.2619047619047619,275.8991394042969,-14.112430572509766,11.894956588745117,-14.112430572509766,-23.41840362548828
Someone made a smoothie using a whisk.,improbable,0.2285714285714285,0.7714285714285715,0.0,0.0,326.3809814453125,-17.718536376953125,13.173377990722656,-17.718536376953125,-24.59956169128418
Someone made a smoothie using decades.,inconceivable,0.0,0.0,0.09375,0.90625,200.7906036376953,-13.415609359741211,13.864940643310547,-13.415609359741211,-14.442419052124023
Someone made a smoothie using a blender.,probable,1.0,0.0,0.0,0.0,256.926025390625,-17.386810302734375,13.56063461303711,-17.386810302734375,-22.690406799316406
Someone melted a chocolate bar using a napkin.,impossible,0.0,0.2647058823529412,0.7058823529411765,0.0294117647058823,307.1822814941406,-15.826416969299316,9.496833801269531,-15.826416969299316,-25.404991149902344
Someone melted a chocolate bar using a radiator.,improbable,0.275,0.675,0.05,0.0,312.9485168457031,-16.733013153076172,9.7532377243042,-16.733013153076172,-27.573144912719727
Someone melted a chocolate bar using a promise.,inconceivable,0.0,0.0,0.225,0.775,254.16421508789062,-12.887818336486816,12.728357315063477,-12.887818336486816,-20.173206329345703
Someone melted a chocolate bar using a stove.,probable,0.8857142857142857,0.1142857142857142,0.0,0.0,293.2082214355469,-16.342031478881836,10.038415908813477,-16.342031478881836,-26.241060256958008
Someone opened a jar using their mind.,impossible,0.0,0.0,0.9166666666666666,0.0833333333333333,288.4100036621094,-14.97243881225586,14.310233116149902,-14.97243881225586,-24.80611228942871
Someone opened a jar using their feet.,improbable,0.0851063829787234,0.8723404255319149,0.0425531914893617,0.0,300.1131591796875,-16.090579986572266,12.506001472473145,-16.090579986572266,-27.136680603027344
Someone opened a jar using an opinion.,inconceivable,0.0,0.0,0.3703703703703703,0.6296296296296297,235.68505859375,-10.766264915466309,15.044794082641602,-10.766264915466309,-15.488602638244629
Someone opened a jar using their hands.,probable,0.9743589743589745,0.0,0.0256410256410256,0.0,264.45501708984375,-16.001028060913086,12.650842666625977,-16.001028060913086,-25.274612426757812
Someone packed a suit inside a raspberry.,impossible,0.0,0.0,0.7037037037037037,0.2962962962962963,252.8828887939453,-11.993019104003906,13.608686447143555,-11.993019104003906,-19.503454208374023
Someone packed a suit inside a pocket.,improbable,0.0,0.3409090909090909,0.5909090909090909,0.0681818181818181,298.15435791015625,-15.162912368774414,15.02892017364502,-15.162912368774414,-23.431652069091797
Someone packed a suit inside a groan.,inconceivable,0.0,0.0,0.0789473684210526,0.9210526315789472,241.658447265625,-13.349414825439453,16.08199691772461,-13.349414825439453,-17.115007400512695
Someone packed a suit inside a suitcase.,probable,0.925,0.025,0.05,0.0,293.4234619140625,-16.051809310913086,15.21889877319336,-16.051809310913086,-25.037031173706055
Someone painted a wall using a bathtub.,impossible,0.0,0.054054054054054,0.4864864864864865,0.4594594594594595,294.4296875,-17.542831420898438,12.731271743774414,-17.542831420898438,-21.954816818237305
Someone painted a wall using a mop.,improbable,0.0,1.0,0.0,0.0,291.3870544433594,-17.39333724975586,13.004495620727539,-17.39333724975586,-24.36538314819336
