sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,1387.904052734375,-248.87286376953125,-9.168818473815918,-248.87286376953125,-1891.4324951171875
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,230.45782470703125,-1749.0325927734375,-46.090248107910156,-1749.0325927734375,-5731.384765625
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,4095.01171875,1227.350830078125,-49.14406967163086,1227.350830078125,-2772.3720703125
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,867.5537719726562,-2132.10009765625,-54.77998352050781,-2132.10009765625,-6490.478515625
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,4816.888671875,1365.259765625,-19.94898796081543,1365.259765625,-1068.6470947265625
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,477.67138671875,-2014.3121337890625,-56.01449966430664,-2014.3121337890625,-6313.611328125
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,3193.497802734375,1161.781982421875,-49.84950256347656,1161.781982421875,-886.8724365234375
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,3701.180908203125,-1510.342041015625,-56.560577392578125,-1510.342041015625,-6343.03662109375
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,2991.5263671875,949.7130126953125,-1.9185731410980225,949.7130126953125,-385.50006103515625
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,981.2820434570312,-1582.0770263671875,-61.23619842529297,-1582.0770263671875,-5797.18408203125
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,4237.7412109375,741.5277099609375,-29.46796417236328,741.5277099609375,-3032.37548828125
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,4472.73828125,-150.32815551757812,-40.60880661010742,-150.32815551757812,-5729.24169921875
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,3959.1865234375,1407.2620849609375,-4.07473087310791,1407.2620849609375,416.6300048828125
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,430.70703125,-1628.0804443359375,-34.70747756958008,-1628.0804443359375,-5500.0673828125
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,4264.5546875,1264.01171875,-44.56421661376953,1264.01171875,-2545.687255859375
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,4441.8271484375,-841.0426025390625,-39.72233581542969,-841.0426025390625,-6060.7177734375
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,3749.943115234375,1054.017333984375,8.268817901611328,1054.017333984375,-540.212890625
Someone cooked dinner out of pasta.,probable,0.7619047619047619,0.0,0.0714285714285714,0.1666666666666666,3643.34912109375,-686.9197998046875,-56.29071807861328,-686.9197998046875,-5484.98193359375
Someone cooled a room using a heater.,impossible,0.075,0.125,0.75,0.05,557.6197509765625,-784.06884765625,-61.13039016723633,-784.06884765625,-5162.640625
Someone cooled a room using shades.,improbable,0.8387096774193549,0.064516129032258,0.064516129032258,0.032258064516129,2604.700927734375,-284.4161071777344,-33.70408630371094,-284.4161071777344,-3182.789306640625
Someone cooled a room using a taste.,inconceivable,0.0,0.0,0.054054054054054,0.945945945945946,3067.1220703125,1608.110107421875,2.451401948928833,1608.110107421875,1168.2984619140625
Someone cooled a room using a fan.,probable,0.975609756097561,0.0,0.024390243902439,0.0,-177.52935791015625,-1409.0357666015625,-69.31419372558594,-1409.0357666015625,-4786.57275390625
Someone covered a window using a hair.,impossible,0.0,0.3714285714285714,0.4857142857142857,0.1428571428571428,4076.796142578125,1704.7735595703125,-35.150054931640625,1704.7735595703125,-2933.81494140625
Someone covered a window using sheets.,improbable,0.7777777777777778,0.2222222222222222,0.0,0.0,3586.542724609375,-1374.5423583984375,-49.576904296875,-1374.5423583984375,-6381.2998046875
Someone covered a window using a chant.,inconceivable,0.0,0.0294117647058823,0.1764705882352941,0.7941176470588235,3384.024658203125,417.21185302734375,-24.772350311279297,417.21185302734375,-2278.884033203125
Someone covered a window using curtains.,probable,1.0,0.0,0.0,0.0,1310.2757568359375,-1841.80126953125,-60.1762580871582,-1841.80126953125,-6293.14697265625
Someone crafted a bowl out of smoke.,impossible,0.0,0.0606060606060606,0.6666666666666666,0.2727272727272727,4606.4521484375,1472.986328125,-34.39248275756836,1472.986328125,-2838.66162109375
Someone crafted a bowl out of mud.,improbable,0.4358974358974359,0.4615384615384615,0.1025641025641025,0.0,2308.98291015625,-1609.29736328125,-49.573822021484375,-1609.29736328125,-5948.474609375
Someone crafted a bowl out of math.,inconceivable,0.0,0.0,0.1794871794871795,0.8205128205128205,4683.7861328125,938.2880859375,-5.861505031585693,938.2880859375,-2826.08740234375
Someone crafted a bowl out of clay.,probable,0.9736842105263158,0.0,0.0263157894736842,0.0,1229.531494140625,-1754.07275390625,-47.19858169555664,-1754.07275390625,-5697.49609375
Someone boiled water using a refrigerator.,impossible,0.0,0.0,0.8936170212765957,0.1063829787234042,5046.580078125,817.57763671875,-65.09223175048828,817.57763671875,-4889.828125
Someone boiled water using a microwave.,improbable,0.9615384615384616,0.0384615384615384,0.0,0.0,2582.51708984375,-1608.46826171875,-59.217308044433594,-1608.46826171875,-6859.86328125
Someone boiled water using justice.,inconceivable,0.0,0.0,0.0697674418604651,0.9302325581395348,3703.10986328125,1263.988037109375,-1.2014479637145996,1263.988037109375,802.408447265625
Someone boiled water using a kettle.,probable,1.0,0.0,0.0,0.0,-89.47833251953125,-2381.63671875,-65.95652770996094,-2381.63671875,-6240.4990234375
Someone crushed a soda can using a tissue.,impossible,0.0,0.2,0.7428571428571429,0.0571428571428571,1781.0445556640625,-437.8019714355469,-54.30373764038086,-437.8019714355469,-5697.0712890625
Someone crushed a soda can using a chair.,improbable,0.4634146341463415,0.5365853658536586,0.0,0.0,1692.1494140625,-1966.4368896484375,-59.31123733520508,-1966.4368896484375,-6974.76611328125
Someone crushed a soda can using a day.,inconceivable,0.0,0.0,0.073170731707317,0.926829268292683,1417.0587158203125,280.24285888671875,-12.236501693725586,280.24285888671875,-886.016845703125
Someone crushed a soda can using a shoe.,probable,0.8125,0.15625,0.03125,0.0,2383.438720703125,-1149.16796875,-58.19763946533203,-1149.16796875,-6464.4638671875
Someone cut grass using a popsicle.,impossible,0.0,0.15625,0.59375,0.25,5625.0224609375,1678.486572265625,-57.38974380493164,1678.486572265625,-4166.0693359375
Someone cut grass using a scythe.,improbable,0.4736842105263157,0.4736842105263157,0.0,0.0526315789473684,1601.05615234375,-2055.5732421875,-70.72669982910156,-2055.5732421875,-5926.3349609375
Someone cut grass using an essay.,inconceivable,0.0,0.0571428571428571,0.2857142857142857,0.6571428571428571,2143.907470703125,327.022705078125,-13.929121017456055,327.022705078125,307.21429443359375
Someone cut grass using a lawnmower.,probable,0.9772727272727272,0.0227272727272727,0.0,0.0,732.9470825195312,-2402.6064453125,-66.91973876953125,-2402.6064453125,-6872.79541015625
Someone cut cardboard using fur.,impossible,0.0,0.1333333333333333,0.7333333333333333,0.1333333333333333,4441.353515625,1802.3671875,-68.06979370117188,1802.3671875,-1816.4453125
Someone cut cardboard using a scalpel.,improbable,0.4137931034482758,0.5517241379310345,0.0344827586206896,0.0,1525.6326904296875,-2010.7369384765625,-64.1103515625,-2010.7369384765625,-6355.0185546875
Someone cut cardboard using a snore.,inconceivable,0.0,0.0,0.2045454545454545,0.7954545454545454,3436.768310546875,1205.1422119140625,-44.91518783569336,1205.1422119140625,-768.70703125
Someone cut cardboard using scissors.,probable,0.9565217391304348,0.0217391304347826,0.0217391304347826,0.0,175.35955810546875,-1919.90185546875,-64.29400634765625,-1919.90185546875,-5483.18115234375
Someone dented a car with a breeze.,impossible,0.0,0.0769230769230769,0.6153846153846154,0.3076923076923077,3750.544677734375,1547.29345703125,-23.303773880004883,1547.29345703125,-2165.82763671875
Someone dented a car with a dumbbell.,improbable,0.7105263157894737,0.2631578947368421,0.0263157894736842,0.0,4008.727783203125,-1377.87890625,-64.05278015136719,-1377.87890625,-6954.3740234375
Someone dented a car with a nap.,inconceivable,0.0,0.0188679245283018,0.1320754716981132,0.8490566037735849,3779.9033203125,1556.06103515625,-29.215015411376953,1556.06103515625,-1115.31005859375
Someone dented a car with a baseball bat.,probable,0.96875,0.0,0.03125,0.0,2190.35888671875,-2216.81494140625,-73.49040222167969,-2216.81494140625,-6753.4423828125
Someone dug a hole using dirt.,impossible,0.0789473684210526,0.0789473684210526,0.5526315789473685,0.2894736842105263,1929.861328125,-675.16796875,-39.8373908996582,-675.16796875,-5247.931640625
Someone dug a hole using a spatula.,improbable,0.0571428571428571,0.9428571428571428,0.0,0.0,3707.620849609375,-1100.6195068359375,-57.25000762939453,-1100.6195068359375,-6722.82275390625
Someone dug a hole using a yawn.,inconceivable,0.0,0.0,0.25,0.75,3969.9462890625,1178.1932373046875,-17.158540725708008,1178.1932373046875,-865.024169921875
Someone dug a hole using a shovel.,probable,1.0,0.0,0.0,0.0,788.068115234375,-2343.51708984375,-61.097572326660156,-2343.51708984375,-6656.87451171875
Someone dipped a biscuit into a floor.,impossible,0.0930232558139534,0.0697674418604651,0.3488372093023256,0.4883720930232558,4217.1962890625,-62.58548355102539,-45.64561462402344,-62.58548355102539,-5404.146484375
Someone dipped a biscuit into wine.,improbable,0.3243243243243243,0.6756756756756757,0.0,0.0,3406.173828125,-1103.2244873046875,-45.53623580932617,-1103.2244873046875,-6626.66943359375
Someone dipped a biscuit into a myth.,inconceivable,0.0277777777777777,0.0,0.1388888888888889,0.8333333333333334,3198.09326171875,524.4144897460938,5.618034839630127,524.4144897460938,-624.4832763671875
Someone dipped a biscuit into coffee.,probable,0.8484848484848485,0.1212121212121212,0.0303030303030303,0.0,2494.42529296875,-1463.6611328125,-50.558937072753906,-1463.6611328125,-6821.5498046875
Someone displayed books on a galaxy.,impossible,0.0689655172413793,0.0,0.2068965517241379,0.7241379310344828,3122.796875,1258.454345703125,-42.15760803222656,1258.454345703125,-1407.4132080078125
Someone displayed books on a bed.,improbable,0.5833333333333334,0.3888888888888889,0.0277777777777777,0.0,3184.40576171875,-1504.043701171875,-57.58271026611328,-1504.043701171875,-5874.8974609375
Someone displayed books on a sigh.,inconceivable,0.0,0.0212765957446808,0.0851063829787234,0.8936170212765957,2229.31640625,-686.9928588867188,-9.037467956542969,-686.9928588867188,-3198.031494140625
Someone displayed books on a shelf.,probable,1.0,0.0,0.0,0.0,211.38397216796875,-1696.857666015625,-39.85803985595703,-1696.857666015625,-4734.0546875
Someone docked a boat using a balloon.,impossible,0.0,0.1707317073170731,0.5609756097560976,0.2682926829268293,4841.787109375,253.1608428955078,-68.41319274902344,253.1608428955078,-5258.17333984375
Someone docked a boat using an anvil.,improbable,0.0714285714285714,0.6428571428571429,0.1785714285714285,0.1071428571428571,4648.82861328125,-500.10736083984375,-65.58866882324219,-500.10736083984375,-5423.677734375
Someone docked a boat using a lesson.,inconceivable,0.054054054054054,0.027027027027027,0.081081081081081,0.8378378378378378,2237.71630859375,580.5474243164062,-3.467212200164795,580.5474243164062,394.8980712890625
Someone docked a boat using an anchor.,probable,0.9069767441860463,0.0930232558139534,0.0,0.0,900.1612548828125,-2396.7197265625,-52.78195571899414,-2396.7197265625,-6664.22119140625
Someone drank a cup full of lightning.,impossible,0.0,0.0,0.5365853658536586,0.4634146341463415,4143.84765625,398.83770751953125,-36.460609436035156,398.83770751953125,-3996.1259765625
Someone drank a cup full of honey.,improbable,0.03125,0.96875,0.0,0.0,1996.7640380859375,-1457.211181640625,-54.09619140625,-1457.211181640625,-5798.158203125
Someone drank a cup full of minutes.,inconceivable,0.0,0.03125,0.125,0.84375,3339.19287109375,372.77398681640625,-3.571537733078003,372.77398681640625,-1638.796142578125
Someone drank a cup full of water.,probable,1.0,0.0,0.0,0.0,-505.625732421875,-1728.775634765625,-43.16938018798828,-1728.775634765625,-5414.626953125
Someone dried their hands using a liquid.,impossible,0.0,0.05,0.875,0.075,2057.69384765625,-187.9175567626953,-44.14443588256836,-187.9175567626953,-3301.3125
Someone dried their hands using a sweater.,improbable,0.3076923076923077,0.6410256410256411,0.0,0.0512820512820512,4821.580078125,-915.490478515625,-60.90371322631836,-915.490478515625,-6032.9306640625
Someone dried their hands using freedom.,inconceivable,0.0,0.0285714285714285,0.1142857142857142,0.8571428571428571,2957.15625,1135.4915771484375,0.6746177673339844,1135.4915771484375,816.4517822265625
Someone dried their hands using a towel.,probable,1.0,0.0,0.0,0.0,480.300537109375,-2194.854736328125,-55.90510940551758,-2194.854736328125,-6176.43701171875
Someone broke a coconut using a pillow.,impossible,0.0,0.2972972972972973,0.7027027027027027,0.0,3898.037841796875,-751.5430908203125,-59.081825256347656,-751.5430908203125,-6439.0732421875
Someone broke a coconut using a table.,improbable,0.0833333333333333,0.8888888888888888,0.0277777777777777,0.0,3690.65771484375,-854.39306640625,-44.70521545410156,-854.39306640625,-6008.3037109375
Someone broke a coconut using a texture.,inconceivable,0.0,0.0,0.1590909090909091,0.8409090909090909,3666.57470703125,1375.406005859375,-19.732879638671875,1375.406005859375,-1296.302734375
Someone broke a coconut using a rock.,probable,0.75,0.25,0.0,0.0,2051.670654296875,-1825.3990478515625,-53.904022216796875,-1825.3990478515625,-6546.685546875
Someone dried laundry using juice.,impossible,0.0,0.0465116279069767,0.6976744186046512,0.2558139534883721,5466.775390625,663.6918334960938,-54.34859848022461,663.6918334960938,-4952.2705078125
Someone dried laundry using a fan.,improbable,0.525,0.475,0.0,0.0,3415.1455078125,-1534.658447265625,-70.24331665039062,-1534.658447265625,-7039.0
Someone dried laundry using courage.,inconceivable,0.0,0.04,0.16,0.8,3330.1767578125,365.01922607421875,-13.729270935058594,365.01922607421875,-941.9761962890625
Someone dried laundry using a clothesline.,probable,0.951219512195122,0.0,0.024390243902439,0.024390243902439,1599.6787109375,-2103.860595703125,-56.62876892089844,-2103.860595703125,-6496.96923828125
Someone ate soup using a sieve.,impossible,0.0277777777777777,0.5277777777777778,0.4166666666666667,0.0277777777777777,4233.25732421875,-767.4666748046875,-57.9968147277832,-767.4666748046875,-6200.611328125
Someone ate soup using a bucket.,improbable,0.0,0.8947368421052632,0.0526315789473684,0.0526315789473684,4462.04345703125,-876.99365234375,-61.5191650390625,-876.99365234375,-6589.47509765625
Someone ate soup using history.,inconceivable,0.0,0.0,0.0294117647058823,0.9705882352941176,2931.048583984375,1036.878173828125,-0.6918745040893555,1036.878173828125,795.2726440429688
Someone ate soup using a spoon.,probable,1.0,0.0,0.0,0.0,687.411865234375,-1561.6461181640625,-57.65327835083008,-1561.6461181640625,-6165.79443359375
Someone entered a room through a wall.,impossible,0.0,0.3611111111111111,0.5555555555555556,0.0833333333333333,3340.37744140625,-826.0003662109375,-42.29648971557617,-826.0003662109375,-5310.5244140625
Someone entered a room through a window.,improbable,0.5882352941176471,0.3823529411764705,0.0,0.0294117647058823,2170.768798828125,-2127.562255859375,-44.64349365234375,-2127.562255859375,-6030.4765625
Someone entered a room through a theory.,inconceivable,0.0,0.0238095238095238,0.0476190476190476,0.9285714285714286,2712.859375,780.0370483398438,13.953775405883789,780.0370483398438,865.5013427734375
Someone entered a room through a door.,probable,0.972972972972973,0.0,0.0,0.027027027027027,307.5369873046875,-1652.098876953125,-39.69886016845703,-1652.098876953125,-5015.45166015625
Someone filled a bucket with buildings.,impossible,0.0357142857142857,0.0714285714285714,0.7857142857142857,0.1071428571428571,3435.923095703125,942.768798828125,-33.58457565307617,942.768798828125,-1866.392822265625
Someone filled a bucket with acorns.,improbable,0.9090909090909092,0.0909090909090909,0.0,0.0,1120.232666015625,-1331.776123046875,-60.44977951049805,-1331.776123046875,-5086.7333984375
Someone filled a bucket with time.,inconceivable,0.0,0.0,0.4358974358974359,0.5641025641025641,3102.40869140625,798.17041015625,1.1480071544647217,798.17041015625,-802.9967041015625
Someone filled a bucket with sand.,probable,1.0,0.0,0.0,0.0,-27.4110107421875,-1548.06005859375,-58.404563903808594,-1548.06005859375,-5055.666015625
Someone filled a purse with sofas.,impossible,0.0,0.0277777777777777,0.8333333333333334,0.1388888888888889,4880.40625,428.74066162109375,-60.423866271972656,428.74066162109375,-4904.5810546875
Someone filled a purse with cream.,improbable,0.064516129032258,0.9032258064516128,0.0,0.032258064516129,3509.711181640625,-303.08673095703125,-59.42116165161133,-303.08673095703125,-5327.25732421875
Someone filled a purse with luck.,inconceivable,0.0,0.0238095238095238,0.3571428571428571,0.6190476190476191,2954.486083984375,-133.8167724609375,0.6278834342956543,-133.8167724609375,-3060.6982421875
Someone filled a purse with coins.,probable,1.0,0.0,0.0,0.0,424.2508544921875,-1391.48583984375,-49.2629280090332,-1391.48583984375,-4991.322265625
Someone grew flowers inside a marble.,impossible,0.0,0.2058823529411764,0.6470588235294118,0.1470588235294117,5153.5302734375,1869.1943359375,-58.682777404785156,1869.1943359375,-2795.637451171875
Someone grew flowers inside a mug.,improbable,0.3611111111111111,0.6388888888888888,0.0,0.0,4819.78173828125,-136.29855346679688,-64.6240234375,-136.29855346679688,-6117.21875
Someone grew flowers inside a sneeze.,inconceivable,0.0,0.0,0.0930232558139534,0.9069767441860463,4854.73388671875,2058.888427734375,-30.12487030029297,2058.888427734375,-1919.801513671875
Someone grew flowers inside a pot.,probable,1.0,0.0,0.0,0.0,1316.008544921875,-1507.342529296875,-59.88404083251953,-1507.342529296875,-5695.2177734375
Someone hung a painting using vapor.,impossible,0.0,0.0408163265306122,0.3673469387755102,0.5918367346938775,3755.53759765625,1770.37353515625,-38.21696853637695,1770.37353515625,-1288.660400390625
Someone hung a painting using string.,improbable,0.7096774193548387,0.2903225806451613,0.0,0.0,2738.65771484375,-1532.3583984375,-49.031558990478516,-1532.3583984375,-6413.85546875
Someone hung a painting using a handshake.,inconceivable,0.0277777777777777,0.0,0.2222222222222222,0.75,3982.98876953125,243.35748291015625,-30.459394454956055,243.35748291015625,-2766.087158203125
Someone hung a painting using screws.,probable,0.8484848484848485,0.1515151515151515,0.0,0.0,2299.90869140625,-2297.7724609375,-55.404502868652344,-2297.7724609375,-7316.3984375
Someone hid a gift inside a cloud.,impossible,0.0,0.1428571428571428,0.6571428571428571,0.2,3749.517333984375,553.1558227539062,-42.12540817260742,553.1558227539062,-3125.768798828125
Someone hid a gift inside a forest.,improbable,0.2432432432432432,0.7297297297297297,0.0,0.027027027027027,3112.494140625,-344.0743713378906,-46.566707611083984,-344.0743713378906,-4500.9267578125
Someone hid a gift inside a gasp.,inconceivable,0.0,0.0,0.1428571428571428,0.8571428571428571,3270.33251953125,1569.7628173828125,-5.8643293380737305,1569.7628173828125,614.1744995117188
Someone hid a gift inside a closet.,probable,1.0,0.0,0.0,0.0,2551.17822265625,-1194.814453125,-49.46038818359375,-1194.814453125,-5362.392578125
Someone lifted a box using foam.,impossible,0.0,0.7837837837837838,0.1891891891891892,0.027027027027027,3458.413330078125,781.7079467773438,-56.131202697753906,781.7079467773438,-3197.145751953125
Someone lifted a box using a pulley.,improbable,0.9428571428571428,0.0571428571428571,0.0,0.0,196.05828857421875,-1534.936767578125,-66.30297088623047,-1534.936767578125,-4572.291015625
Someone lifted a box using an emotion.,inconceivable,0.0,0.0,0.3720930232558139,0.627906976744186,3595.9794921875,1546.3616943359375,8.611015319824219,1546.3616943359375,231.67529296875
Someone lifted a box using a forklift.,probable,0.8823529411764706,0.1176470588235294,0.0,0.0,-10.6385498046875,-2148.9609375,-63.27765655517578,-2148.9609375,-6117.44140625
Someone lit a candle using yogurt.,impossible,0.0,0.0344827586206896,0.6896551724137931,0.2758620689655172,5200.72265625,853.2665405273438,-65.88667297363281,853.2665405273438,-5231.19140625
Someone lit a candle using a blowtorch.,improbable,0.2702702702702703,0.7297297297297297,0.0,0.0,3033.88525390625,-1898.940185546875,-72.32672882080078,-1898.940185546875,-7029.0732421875
Someone lit a candle using surprises.,inconceivable,0.0,0.0,0.217391304347826,0.782608695652174,2809.905029296875,822.3572387695312,-7.10976505279541,822.3572387695312,322.23052978515625
Someone lit a candle using a match.,probable,0.972972972972973,0.0,0.027027027027027,0.0,759.18310546875,-2070.5771484375,-29.914997100830078,-2070.5771484375,-5939.05419921875
Someone built a house out of gas.,impossible,0.0,0.0,0.6666666666666666,0.3333333333333333,5453.5576171875,1434.318115234375,-37.7312126159668,1434.318115234375,-3996.18359375
Someone built a house out of grass.,improbable,0.0,0.6521739130434783,0.3478260869565217,0.0,5195.04296875,-381.5846862792969,-47.53065872192383,-381.5846862792969,-6362.353515625
Someone built a house out of language.,inconceivable,0.0,0.027027027027027,0.1351351351351351,0.8378378378378378,3983.923828125,319.53265380859375,-5.6749162673950195,319.53265380859375,-2667.39453125
Someone built a house out of brick.,probable,0.9722222222222222,0.0,0.0277777777777777,0.0,1175.50732421875,-1714.244873046875,-51.12342071533203,-1714.244873046875,-5617.22314453125
Someone made a sandwich using a star.,impossible,0.0,0.0,0.4210526315789473,0.5789473684210527,4495.029296875,2036.2967529296875,-41.62665939331055,2036.2967529296875,-1858.70703125
Someone made a sandwich using lettuce.,improbable,0.9210526315789472,0.0789473684210526,0.0,0.0,4426.3642578125,907.3038330078125,-74.54872131347656,907.3038330078125,-4023.45703125
Someone made a sandwich using a mile.,inconceivable,0.0,0.0,0.027027027027027,0.972972972972973,4475.64892578125,1907.315185546875,-20.73797035217285,1907.315185546875,-625.2655639648438
Someone made a sandwich using bread.,probable,0.9722222222222222,0.0277777777777777,0.0,0.0,1614.873291015625,-195.50721740722656,-55.72472381591797,-195.50721740722656,-3814.42919921875
Someone made a smoothie using wind.,impossible,0.0,0.119047619047619,0.6190476190476191,0.2619047619047619,5187.9150390625,2040.8944091796875,-36.70118713378906,2040.8944091796875,-1848.753662109375
Someone made a smoothie using a whisk.,improbable,0.2285714285714285,0.7714285714285715,0.0,0.0,4490.078125,-393.676025390625,-59.354820251464844,-393.676025390625,-5900.24072265625
Someone made a smoothie using decades.,inconceivable,0.0,0.0,0.09375,0.90625,3416.52490234375,1600.62548828125,5.142480373382568,1600.62548828125,901.7769775390625
Someone made a smoothie using a blender.,probable,1.0,0.0,0.0,0.0,448.91314697265625,-2050.930908203125,-63.192813873291016,-2050.930908203125,-6041.57568359375
Someone melted a chocolate bar using a napkin.,impossible,0.0,0.2647058823529412,0.7058823529411765,0.0294117647058823,4559.40869140625,-165.9542236328125,-60.920738220214844,-165.9542236328125,-6963.5869140625
Someone melted a chocolate bar using a radiator.,improbable,0.275,0.675,0.05,0.0,5116.83984375,-468.0462646484375,-69.67752075195312,-468.0462646484375,-7327.35498046875
Someone melted a chocolate bar using a promise.,inconceivable,0.0,0.0,0.225,0.775,4050.5732421875,1398.7281494140625,3.0883867740631104,1398.7281494140625,-228.16070556640625
Someone melted a chocolate bar using a stove.,probable,0.8857142857142857,0.1142857142857142,0.0,0.0,3028.1259765625,-1487.5054931640625,-59.209312438964844,-1487.5054931640625,-7643.498046875
Someone opened a jar using their mind.,impossible,0.0,0.0,0.9166666666666666,0.0833333333333333,3859.1962890625,-370.6061706542969,-15.445778846740723,-370.6061706542969,-4970.916015625
Someone opened a jar using their feet.,improbable,0.0851063829787234,0.8723404255319149,0.0425531914893617,0.0,4114.76904296875,-1221.56787109375,-42.45222473144531,-1221.56787109375,-6991.685546875
Someone opened a jar using an opinion.,inconceivable,0.0,0.0,0.3703703703703703,0.6296296296296297,2833.8876953125,1010.7457885742188,12.44366455078125,1010.7457885742188,1205.42724609375
Someone opened a jar using their hands.,probable,0.9743589743589745,0.0,0.0256410256410256,0.0,1570.3040771484375,-2049.767822265625,-35.58778381347656,-2049.767822265625,-6437.833984375
Someone packed a suit inside a raspberry.,impossible,0.0,0.0,0.7037037037037037,0.2962962962962963,5317.85546875,1904.143310546875,-67.41339111328125,1904.143310546875,-3165.74609375
Someone packed a suit inside a pocket.,improbable,0.0,0.3409090909090909,0.5909090909090909,0.0681818181818181,3311.1279296875,-1135.920654296875,-52.41345977783203,-1135.920654296875,-5471.2392578125
Someone packed a suit inside a groan.,inconceivable,0.0,0.0,0.0789473684210526,0.9210526315789472,3483.61376953125,1234.10546875,-13.106573104858398,1234.10546875,-781.1658325195312
Someone packed a suit inside a suitcase.,probable,0.925,0.025,0.05,0.0,2467.05322265625,-1662.68994140625,-54.174659729003906,-1662.68994140625,-5894.412109375
Someone painted a wall using a bathtub.,impossible,0.0,0.054054054054054,0.4864864864864865,0.4594594594594595,4784.3564453125,1489.985107421875,-72.27726745605469,1489.985107421875,-3076.38525390625
Someone painted a wall using a mop.,improbable,0.0,1.0,0.0,0.0,3659.5947265625,-811.9107055664062,-65.02316284179688,-811.9107055664062,-6339.4228515625
