sentence,label,probable,improbable,impossible,inconceivable,probable_improbable,improbable_impossible,impossible_inconceivable,probable_impossible,probable_inconceivable
Someone cleaned a carpet using a crayon.,impossible,0.0238095238095238,0.238095238095238,0.6190476190476191,0.119047619047619,-894.9226424071921,-1088.9300638663074,-8585.061069054083,-1088.9300638663074,-3493.2417731172945
Someone cleaned a carpet using a hat.,improbable,0.0,0.5121951219512195,0.3902439024390244,0.0975609756097561,-876.682139707438,-1051.2390186417124,-8086.380386772126,-1051.2390186417124,-3313.263182685633
Someone cleaned a carpet using a week.,inconceivable,0.0,0.0,0.0344827586206896,0.9655172413793104,-762.8655756348029,-882.0558664337543,-4714.617332485114,-882.0558664337543,-2144.9979710945563
Someone cleaned a carpet using a vacuum.,probable,1.0,0.0,0.0,0.0,-996.5053287488089,-1199.335580828742,-8090.9085038352005,-1199.335580828742,-3689.792922840509
Someone climbed a tree using oil.,impossible,0.0,0.18,0.54,0.28,-640.6253492070246,-823.3954993978364,-6912.815012841595,-823.3954993978364,-2931.5562061285077
Someone climbed a tree using a rope.,improbable,0.9333333333333332,0.0333333333333333,0.0,0.0333333333333333,-814.2683919090048,-983.7664235662376,-7505.247362715367,-983.7664235662376,-3336.9069531595583
Someone climbed a tree using a poem.,inconceivable,0.0,0.0,0.0256410256410256,0.9743589743589745,-783.5506660581109,-960.7966026445453,-7545.74096258594,-960.7966026445453,-3218.6877047701546
Someone climbed a tree using a ladder.,probable,0.9666666666666668,0.0333333333333333,0.0,0.0,-860.5683756239189,-1034.4512051908566,-7553.926724424144,-1034.4512051908566,-3451.958073414339
Someone closed a jacket using fog.,impossible,0.0,0.0,0.3111111111111111,0.6888888888888889,-646.6715831625216,-788.4290821320767,-7401.527284431122,-788.4290821320767,-2755.493292135664
Someone closed a jacket using glue.,improbable,0.0588235294117647,0.8235294117647058,0.0588235294117647,0.0588235294117647,-761.0081402571122,-959.616814900286,-10389.094787889399,-959.616814900286,-3562.332785187077
Someone closed a jacket using a word.,inconceivable,0.0,0.0,0.1612903225806451,0.8387096774193549,-760.0745619024892,-982.551757411417,-7842.852620339439,-982.551757411417,-3301.337493043171
Someone closed a jacket using a zipper.,probable,0.9743589743589745,0.0,0.0,0.0256410256410256,-874.6661994783808,-1031.3242733866998,-9078.435788944924,-1031.3242733866998,-3475.202575114785
Someone constructed a tower out of sparks.,impossible,0.0,0.0256410256410256,0.4871794871794871,0.4871794871794871,-824.6821781347196,-1012.1053742301884,-10310.83503530788,-1012.1053742301884,-3510.573207550902
Someone constructed a tower out of bubbles.,improbable,0.05,0.275,0.6,0.075,-794.792328779946,-982.685716234018,-9509.301715902275,-982.685716234018,-3359.947501057398
Someone constructed a tower out of seasons.,inconceivable,0.0,0.0294117647058823,0.1176470588235294,0.8529411764705882,-715.7082892865035,-886.1486144892207,-9284.893269797147,-886.1486144892207,-3033.6303815619635
Someone constructed a tower out of blocks.,probable,1.0,0.0,0.0,0.0,-833.2578255403242,-1031.520317956775,-9478.956992527892,-1031.520317956775,-3375.808315228923
Someone cooked dinner out of the moon.,impossible,0.0,0.0,0.1891891891891892,0.8108108108108109,-930.1496686690344,-1134.9971093019049,-7678.489606264724,-1134.9971093019049,-3180.7758421570647
Someone cooked dinner out of insects.,improbable,0.2121212121212121,0.7878787878787878,0.0,0.0,-917.269764147353,-1140.1446393590832,-10815.006982264982,-1140.1446393590832,-4129.522644008281
Someone cooked dinner out of thoughts.,inconceivable,0.0,0.027027027027027,0.2432432432432432,0.7297297297297297,-745.7926756791992,-878.6440076057186,-4839.622499871914,-878.6440076057186,-2179.5881498914887
Someone cooked dinner out of pasta.,probable,0.7619047619047619,0.0,0.0714285714285714,0.1666666666666666,-1041.0395613779392,-1244.4240762858055,-11510.460529838092,-1244.4240762858055,-4340.937961099764
Someone cooled a room using a heater.,impossible,0.075,0.125,0.75,0.05,-916.1514517533484,-1070.5341864275854,-7981.848377976879,-1070.5341864275854,-3355.4165476883973
Someone cooled a room using shades.,improbable,0.8387096774193549,0.064516129032258,0.064516129032258,0.032258064516129,-770.1121076347123,-934.9180531586522,-7089.007928362165,-934.9180531586522,-3110.368998760116
Someone cooled a room using a taste.,inconceivable,0.0,0.0,0.054054054054054,0.945945945945946,-693.6153754483385,-814.8662558423032,-4681.7632197282965,-814.8662558423032,-2285.770666920892
Someone cooled a room using a fan.,probable,0.975609756097561,0.0,0.024390243902439,0.0,-850.9720185109765,-1014.3067254530945,-7226.152102502475,-1014.3067254530945,-3177.246899945794
Someone covered a window using a hair.,impossible,0.0,0.3714285714285714,0.4857142857142857,0.1428571428571428,-775.1852430624028,-957.0494841122347,-8306.832419895669,-957.0494841122347,-3360.6680702044587
Someone covered a window using sheets.,improbable,0.7777777777777778,0.2222222222222222,0.0,0.0,-757.003665409148,-916.819212386429,-7651.220722749489,-916.819212386429,-3156.148214439964
Someone covered a window using a chant.,inconceivable,0.0,0.0294117647058823,0.1764705882352941,0.7941176470588235,-822.9681023959777,-1032.5233375234648,-8094.504809887023,-1032.5233375234648,-3558.2803921818486
Someone covered a window using curtains.,probable,1.0,0.0,0.0,0.0,-863.6102133695384,-1026.6289180733193,-7426.988164964549,-1026.6289180733193,-3306.4540841833686
Someone crafted a bowl out of smoke.,impossible,0.0,0.0606060606060606,0.6666666666666666,0.2727272727272727,-867.9414954731513,-1072.7127686633949,-11758.851435453234,-1072.7127686633949,-3840.443589041254
Someone crafted a bowl out of mud.,improbable,0.4358974358974359,0.4615384615384615,0.1025641025641025,0.0,-895.8345788409588,-1113.7934035894245,-12369.982088107547,-1113.7934035894245,-4085.7290314894926
Someone crafted a bowl out of math.,inconceivable,0.0,0.0,0.1794871794871795,0.8205128205128205,-798.70398277257,-1055.1229245869172,-7425.385121995725,-1055.1229245869172,-2637.6264814195856
Someone crafted a bowl out of clay.,probable,0.9736842105263158,0.0,0.0263157894736842,0.0,-950.197001213842,-1199.861342635667,-12248.312939385482,-1199.861342635667,-4128.414708213509
Someone boiled water using a refrigerator.,impossible,0.0,0.0,0.8936170212765957,0.1063829787234042,-880.3710312232878,-1029.0508012182231,-8075.931102737482,-1029.0508012182231,-3391.0983959879018
Someone boiled water using a microwave.,improbable,0.9615384615384616,0.0384615384615384,0.0,0.0,-834.3373692878841,-994.27252403582,-8187.492643731753,-994.27252403582,-3417.1125934980446
Someone boiled water using justice.,inconceivable,0.0,0.0,0.0697674418604651,0.9302325581395348,-491.5577183684336,-618.4788972309052,-3839.57078739997,-618.4788972309052,-1613.3112459236568
Someone boiled water using a kettle.,probable,1.0,0.0,0.0,0.0,-859.2444904892868,-1012.205884120926,-7683.55687165765,-1012.205884120926,-3252.5902805796404
Someone crushed a soda can using a tissue.,impossible,0.0,0.2,0.7428571428571429,0.0571428571428571,-883.1919489094334,-1054.9366350033872,-7579.037159380414,-1054.9366350033872,-3267.4527272003597
Someone crushed a soda can using a chair.,improbable,0.4634146341463415,0.5365853658536586,0.0,0.0,-854.951982770556,-1060.2887576831267,-7188.875240489611,-1060.2887576831267,-3073.3515523513024
Someone crushed a soda can using a day.,inconceivable,0.0,0.0,0.073170731707317,0.926829268292683,-749.3497898672499,-827.3809643371327,-3886.745925187074,-827.3809643371327,-1704.8548360895493
Someone crushed a soda can using a shoe.,probable,0.8125,0.15625,0.03125,0.0,-874.7889965745183,-1064.7033772120274,-7400.888463147723,-1064.7033772120274,-3076.1698589821926
Someone cut grass using a popsicle.,impossible,0.0,0.15625,0.59375,0.25,-806.2810887525575,-1002.8592337742834,-8489.434074203147,-1002.8592337742834,-3446.502081748893
Someone cut grass using a scythe.,improbable,0.4736842105263157,0.4736842105263157,0.0,0.0526315789473684,-664.1461264828631,-851.5366351812944,-7165.94666788063,-851.5366351812944,-2943.941171787085
Someone cut grass using an essay.,inconceivable,0.0,0.0571428571428571,0.2857142857142857,0.6571428571428571,-718.063537271963,-879.3268691307474,-7195.977717582209,-879.3268691307474,-2882.46407321983
Someone cut grass using a lawnmower.,probable,0.9772727272727272,0.0227272727272727,0.0,0.0,-828.7675876525665,-1036.4450862538024,-7886.920736289407,-1036.4450862538024,-3425.517040460327
Someone cut cardboard using fur.,impossible,0.0,0.1333333333333333,0.7333333333333333,0.1333333333333333,-522.4637482237861,-668.092634686133,-7887.299950887211,-668.092634686133,-2747.153430192483
Someone cut cardboard using a scalpel.,improbable,0.4137931034482758,0.5517241379310345,0.0344827586206896,0.0,-778.3464968402515,-921.0299518478295,-9228.427875276859,-921.0299518478295,-3261.225637766886
Someone cut cardboard using a snore.,inconceivable,0.0,0.0,0.2045454545454545,0.7954545454545454,-708.6866911394588,-853.6626867109012,-7510.292306468551,-853.6626867109012,-2874.1231370265878
Someone cut cardboard using scissors.,probable,0.9565217391304348,0.0217391304347826,0.0217391304347826,0.0,-718.0469001783069,-895.872958560273,-8521.505100904138,-895.872958560273,-3155.5889586156045
Someone dented a car with a breeze.,impossible,0.0,0.0769230769230769,0.6153846153846154,0.3076923076923077,-999.5487743991382,-1215.231839932277,-9370.088406535655,-1215.231839932277,-3783.3329982426594
Someone dented a car with a dumbbell.,improbable,0.7105263157894737,0.2631578947368421,0.0263157894736842,0.0,-1065.027262075433,-1300.7685830720466,-10818.22138295123,-1300.7685830720466,-4305.190783408259
Someone dented a car with a nap.,inconceivable,0.0,0.0188679245283018,0.1320754716981132,0.8490566037735849,-1042.8610105400403,-1268.6993343880085,-11282.235318531739,-1268.6993343880085,-4302.847093757922
Someone dented a car with a baseball bat.,probable,0.96875,0.0,0.03125,0.0,-1063.6807164938687,-1317.10078260034,-8519.80723356772,-1317.10078260034,-4087.474761013257
Someone dug a hole using dirt.,impossible,0.0789473684210526,0.0789473684210526,0.5526315789473685,0.2894736842105263,-732.6833197701085,-965.3797168865235,-8201.515196122024,-965.3797168865235,-3190.484000390078
Someone dug a hole using a spatula.,improbable,0.0571428571428571,0.9428571428571428,0.0,0.0,-797.4459714279442,-1004.9019620455186,-9662.790506802256,-1004.9019620455186,-3502.2924348223187
Someone dug a hole using a yawn.,inconceivable,0.0,0.0,0.25,0.75,-739.8756585507363,-903.0730981926708,-8033.226221390297,-903.0730981926708,-2878.208740713754
Someone dug a hole using a shovel.,probable,1.0,0.0,0.0,0.0,-826.3626620895672,-1047.8018998452835,-9367.561240256655,-1047.8018998452835,-3570.058234192369
Someone dipped a biscuit into a floor.,impossible,0.0930232558139534,0.0697674418604651,0.3488372093023256,0.4883720930232558,-793.6100235010518,-974.3364241865349,-9529.442441497165,-974.3364241865349,-3641.1596026442467
Someone dipped a biscuit into wine.,improbable,0.3243243243243243,0.6756756756756757,0.0,0.0,-876.5158950661516,-1054.1770249461106,-8357.167420055659,-1054.1770249461106,-3500.127917283483
Someone dipped a biscuit into a myth.,inconceivable,0.0277777777777777,0.0,0.1388888888888889,0.8333333333333334,-873.3649607408418,-1011.4805938323336,-5509.082721022216,-1011.4805938323336,-2853.860469597921
Someone dipped a biscuit into coffee.,probable,0.8484848484848485,0.1212121212121212,0.0303030303030303,0.0,-899.0096368694483,-1083.4478286230055,-8521.925979542579,-1083.4478286230055,-3617.828286256509
Someone displayed books on a galaxy.,impossible,0.0689655172413793,0.0,0.2068965517241379,0.7241379310344828,-831.0834886954319,-1025.622751993919,-5968.029870373397,-1025.622751993919,-2765.2739914856534
Someone displayed books on a bed.,improbable,0.5833333333333334,0.3888888888888889,0.0277777777777777,0.0,-926.5866958045249,-1171.7553005137006,-10080.291401043638,-1171.7553005137006,-3770.6648362184387
Someone displayed books on a sigh.,inconceivable,0.0,0.0212765957446808,0.0851063829787234,0.8936170212765957,-916.6644130952723,-1191.3354625662791,-11297.622717746028,-1191.3354625662791,-3911.54148479866
Someone displayed books on a shelf.,probable,1.0,0.0,0.0,0.0,-963.5403784430521,-1230.8587490668128,-9814.7705770321,-1230.8587490668128,-3764.033696320832
Someone docked a boat using a balloon.,impossible,0.0,0.1707317073170731,0.5609756097560976,0.2682926829268293,-830.2886934936662,-997.8397234514104,-7351.576615851847,-997.8397234514104,-3008.678123694486
Someone docked a boat using an anvil.,improbable,0.0714285714285714,0.6428571428571429,0.1785714285714285,0.1071428571428571,-745.6097959399392,-902.6130480057768,-6463.852767949384,-902.6130480057768,-2767.2670365392987
Someone docked a boat using a lesson.,inconceivable,0.054054054054054,0.027027027027027,0.081081081081081,0.8378378378378378,-784.6147799496464,-969.8232356659042,-6591.527793537218,-969.8232356659042,-2655.0184235094166
Someone docked a boat using an anchor.,probable,0.9069767441860463,0.0930232558139534,0.0,0.0,-824.9612701945244,-1009.2609780723444,-7253.077331531498,-1009.2609780723444,-3082.112465582315
Someone drank a cup full of lightning.,impossible,0.0,0.0,0.5365853658536586,0.4634146341463415,-865.279724031653,-1062.5327003002565,-7094.560322156892,-1062.5327003002565,-3145.4890938703707
Someone drank a cup full of honey.,improbable,0.03125,0.96875,0.0,0.0,-973.2541877431829,-1211.3572123191516,-10228.15968409974,-1211.3572123191516,-4166.18086063175
Someone drank a cup full of minutes.,inconceivable,0.0,0.03125,0.125,0.84375,-893.9360290099262,-1064.5723267780436,-5310.596011417283,-1064.5723267780436,-2505.063518710345
Someone drank a cup full of water.,probable,1.0,0.0,0.0,0.0,-1013.2609168933475,-1243.7815484290618,-9254.83887266422,-1243.7815484290618,-4083.664730942727
Someone dried their hands using a liquid.,impossible,0.0,0.05,0.875,0.075,-863.7193417088693,-1044.6150274192782,-7420.512824295664,-1044.6150274192782,-3378.908275950282
Someone dried their hands using a sweater.,improbable,0.3076923076923077,0.6410256410256411,0.0,0.0512820512820512,-871.4604087448647,-1097.5385179588293,-8529.520946380464,-1097.5385179588293,-3756.083417321871
Someone dried their hands using freedom.,inconceivable,0.0,0.0285714285714285,0.1142857142857142,0.8571428571428571,-550.6012196697022,-651.994966959218,-1950.7030231873086,-651.994966959218,-1223.8594713127059
Someone dried their hands using a towel.,probable,1.0,0.0,0.0,0.0,-948.327897860614,-1153.4371143848712,-8358.09612740108,-1153.4371143848712,-3854.558939199247
Someone broke a coconut using a pillow.,impossible,0.0,0.2972972972972973,0.7027027027027027,0.0,-959.8773596413878,-1193.5613980896605,-9633.685774705198,-1193.5613980896605,-3546.0960164033177
Someone broke a coconut using a table.,improbable,0.0833333333333333,0.8888888888888888,0.0277777777777777,0.0,-816.3728629908619,-1055.177339334776,-8412.675836404784,-1055.177339334776,-3089.304726128338
Someone broke a coconut using a texture.,inconceivable,0.0,0.0,0.1590909090909091,0.8409090909090909,-992.6759018520657,-1205.7184457927333,-6209.595825110808,-1205.7184457927333,-2972.0149530130857
Someone broke a coconut using a rock.,probable,0.75,0.25,0.0,0.0,-888.9172652065133,-1157.1059895707422,-8776.071631300625,-1157.1059895707422,-3477.106028443768
Someone dried laundry using juice.,impossible,0.0,0.0465116279069767,0.6976744186046512,0.2558139534883721,-741.333745101211,-943.616255543885,-8227.435216817563,-943.616255543885,-3388.397717265307
Someone dried laundry using a fan.,improbable,0.525,0.475,0.0,0.0,-731.4919181521907,-908.7949371257722,-7756.010712918871,-908.7949371257722,-3247.599705553604
Someone dried laundry using courage.,inconceivable,0.0,0.04,0.16,0.8,-703.1059108972754,-825.5947522662024,-6272.3301165126495,-825.5947522662024,-2669.699418387395
Someone dried laundry using a clothesline.,probable,0.951219512195122,0.0,0.024390243902439,0.024390243902439,-848.2941564513534,-1064.5508757149685,-7614.4535289602245,-1064.5508757149685,-3377.9911398344584
Someone ate soup using a sieve.,impossible,0.0277777777777777,0.5277777777777778,0.4166666666666667,0.0277777777777777,-827.2014136843299,-1042.702231982869,-9272.345833114818,-1042.702231982869,-3461.162595880553
Someone ate soup using a bucket.,improbable,0.0,0.8947368421052632,0.0526315789473684,0.0526315789473684,-873.1503952007342,-1068.2180096638876,-9641.63554614141,-1068.2180096638876,-3575.9150034443983
Someone ate soup using history.,inconceivable,0.0,0.0,0.0294117647058823,0.9705882352941176,-657.9080342355751,-810.8954071965081,-3027.997535993368,-810.8954071965081,-1672.1088842283207
Someone ate soup using a spoon.,probable,1.0,0.0,0.0,0.0,-888.9962009725457,-1092.4465088582642,-9087.959300586856,-1092.4465088582642,-3524.940915755099
Someone entered a room through a wall.,impossible,0.0,0.3611111111111111,0.5555555555555556,0.0833333333333333,-977.167291648836,-1251.5652355446912,-8203.861417445954,-1251.5652355446912,-3383.178290771835
Someone entered a room through a window.,improbable,0.5882352941176471,0.3823529411764705,0.0,0.0294117647058823,-1000.8790058148561,-1303.0667422844272,-8825.860758488416,-1303.0667422844272,-3628.1683489377774
Someone entered a room through a theory.,inconceivable,0.0,0.0238095238095238,0.0476190476190476,0.9285714285714286,-732.2828916845444,-867.2435741781233,-4564.696635900713,-867.2435741781233,-2081.90372243589
Someone entered a room through a door.,probable,0.972972972972973,0.0,0.0,0.027027027027027,-1016.157097091245,-1338.9052221949544,-8053.97809327374,-1338.9052221949544,-3628.971555655339
Someone filled a bucket with buildings.,impossible,0.0357142857142857,0.0714285714285714,0.7857142857142857,0.1071428571428571,-718.8108678519096,-840.9260302863695,-7221.586711911861,-840.9260302863695,-2906.055836404419
Someone filled a bucket with acorns.,improbable,0.9090909090909092,0.0909090909090909,0.0,0.0,-781.2543482304561,-934.2181176739314,-6074.341206548194,-934.2181176739314,-2999.733731439248
Someone filled a bucket with time.,inconceivable,0.0,0.0,0.4358974358974359,0.5641025641025641,-724.755429107554,-774.586506691825,-6301.947594564309,-774.586506691825,-2603.3051298757537
Someone filled a bucket with sand.,probable,1.0,0.0,0.0,0.0,-839.8966660168744,-1014.6078967686315,-9171.557642119229,-1014.6078967686315,-3710.74417934679
Someone filled a purse with sofas.,impossible,0.0,0.0277777777777777,0.8333333333333334,0.1388888888888889,-672.9558880778593,-806.781557528757,-7490.281761173529,-806.781557528757,-3091.6297498610065
Someone filled a purse with cream.,improbable,0.064516129032258,0.9032258064516128,0.0,0.032258064516129,-865.9570610754747,-1058.0472160446689,-8642.452276073505,-1058.0472160446689,-3847.38966002709
Someone filled a purse with luck.,inconceivable,0.0,0.0238095238095238,0.3571428571428571,0.6190476190476191,-898.4260844492565,-1049.123622702673,-7406.574529323164,-1049.123622702673,-3195.3000542454256
Someone filled a purse with coins.,probable,1.0,0.0,0.0,0.0,-873.4743115405608,-1069.279798541882,-6732.722335042128,-1069.279798541882,-3329.2268310345826
Someone grew flowers inside a marble.,impossible,0.0,0.2058823529411764,0.6470588235294118,0.1470588235294117,-657.2937729883662,-859.8274304483856,-7064.369315327697,-859.8274304483856,-2751.5675861604723
Someone grew flowers inside a mug.,improbable,0.3611111111111111,0.6388888888888888,0.0,0.0,-794.2212934622798,-993.9849311500413,-9350.774329250755,-993.9849311500413,-3693.6982670349325
Someone grew flowers inside a sneeze.,inconceivable,0.0,0.0,0.0930232558139534,0.9069767441860463,-882.4498584463845,-1103.3473453781407,-8258.54285460036,-1103.3473453781407,-3358.2420404362624
Someone grew flowers inside a pot.,probable,1.0,0.0,0.0,0.0,-890.3674698302325,-1135.8096900177152,-10227.134035365323,-1135.8096900177152,-3893.5429831648325
Someone hung a painting using vapor.,impossible,0.0,0.0408163265306122,0.3673469387755102,0.5918367346938775,-578.5607311358792,-696.2593045742942,-5392.856717423978,-696.2593045742942,-2143.830418094859
Someone hung a painting using string.,improbable,0.7096774193548387,0.2903225806451613,0.0,0.0,-666.6043529853262,-849.0845659754082,-8932.311968734524,-849.0845659754082,-3404.520389811866
Someone hung a painting using a handshake.,inconceivable,0.0277777777777777,0.0,0.2222222222222222,0.75,-782.1277771615373,-928.748983579243,-8540.491650829736,-928.748983579243,-3259.6935135781
Someone hung a painting using screws.,probable,0.8484848484848485,0.1515151515151515,0.0,0.0,-781.2900661194824,-972.8914937538354,-10330.118828973445,-972.8914937538354,-3603.606184316918
Someone hid a gift inside a cloud.,impossible,0.0,0.1428571428571428,0.6571428571428571,0.2,-947.2951872593387,-1136.300426784778,-12082.696057236588,-1136.300426784778,-4254.706486588928
Someone hid a gift inside a forest.,improbable,0.2432432432432432,0.7297297297297297,0.0,0.027027027027027,-976.0016405965771,-1221.2804793017463,-11468.274848759676,-1221.2804793017463,-4363.433605000251
Someone hid a gift inside a gasp.,inconceivable,0.0,0.0,0.1428571428571428,0.8571428571428571,-803.0663523752457,-935.8668243822381,-6033.067121691586,-935.8668243822381,-2378.8306409694587
Someone hid a gift inside a closet.,probable,1.0,0.0,0.0,0.0,-1097.8247050467412,-1364.4132503664705,-12468.01067620873,-1364.4132503664705,-4805.706876454043
Someone lifted a box using foam.,impossible,0.0,0.7837837837837838,0.1891891891891892,0.027027027027027,-746.778191705982,-928.0679705306585,-7532.039161073659,-928.0679705306585,-3028.7166096141373
Someone lifted a box using a pulley.,improbable,0.9428571428571428,0.0571428571428571,0.0,0.0,-800.5425381481931,-954.795518413184,-8715.513845589838,-954.795518413184,-3131.334164203544
Someone lifted a box using an emotion.,inconceivable,0.0,0.0,0.3720930232558139,0.627906976744186,-751.3211922072277,-892.9940943359458,-5126.427802938232,-892.9940943359458,-2318.0737159883165
Someone lifted a box using a forklift.,probable,0.8823529411764706,0.1176470588235294,0.0,0.0,-869.9374088167967,-1086.705053510615,-6679.419312866134,-1086.705053510615,-3167.10238649621
Someone lit a candle using yogurt.,impossible,0.0,0.0344827586206896,0.6896551724137931,0.2758620689655172,-846.9296075350899,-1023.7866932146908,-9077.733107452274,-1023.7866932146908,-3610.2373979774857
Someone lit a candle using a blowtorch.,improbable,0.2702702702702703,0.7297297297297297,0.0,0.0,-867.7050598844437,-1034.3139226814735,-10037.248250965296,-1034.3139226814735,-3758.2191830523834
Someone lit a candle using surprises.,inconceivable,0.0,0.0,0.217391304347826,0.782608695652174,-811.4629309576675,-925.2108742657049,-4924.114746720536,-925.2108742657049,-2223.164581834536
Someone lit a candle using a match.,probable,0.972972972972973,0.0,0.027027027027027,0.0,-949.8207396154919,-1123.423531263159,-9667.879864651532,-1123.423531263159,-3867.8112769609443
Someone built a house out of gas.,impossible,0.0,0.0,0.6666666666666666,0.3333333333333333,-818.2978878218831,-1000.6187133883061,-10323.188422964708,-1000.6187133883061,-3451.229015321166
Someone built a house out of grass.,improbable,0.0,0.6521739130434783,0.3478260869565217,0.0,-859.7919192440461,-1091.2426390452363,-11048.204867788138,-1091.2426390452363,-3708.3563833611224
Someone built a house out of language.,inconceivable,0.0,0.027027027027027,0.1351351351351351,0.8378378378378378,-796.3310258163377,-1050.1521525074802,-7994.439525773275,-1050.1521525074802,-2826.4337907292797
Someone built a house out of brick.,probable,0.9722222222222222,0.0,0.0277777777777777,0.0,-891.536343919986,-1150.5492202271175,-12137.968170711993,-1150.5492202271175,-3926.7135341251383
Someone made a sandwich using a star.,impossible,0.0,0.0,0.4210526315789473,0.5789473684210527,-824.4695743609523,-1067.6231964692738,-10230.946325810652,-1067.6231964692738,-3860.0313488528586
Someone made a sandwich using lettuce.,improbable,0.9210526315789472,0.0789473684210526,0.0,0.0,-930.8185502990045,-1217.8886011048457,-12158.031910321934,-1217.8886011048457,-4443.839936739367
Someone made a sandwich using a mile.,inconceivable,0.0,0.0,0.027027027027027,0.972972972972973,-758.3439653626972,-864.7197213842201,-6023.354556172626,-864.7197213842201,-2419.3745167051356
Someone made a sandwich using bread.,probable,0.9722222222222222,0.0277777777777777,0.0,0.0,-922.8267336105159,-1199.2308356206058,-11785.911669109757,-1199.2308356206058,-4300.744539292527
Someone made a smoothie using wind.,impossible,0.0,0.119047619047619,0.6190476190476191,0.2619047619047619,-652.4331958285796,-825.8945907574582,-6183.957578368752,-825.8945907574582,-2425.902458845073
Someone made a smoothie using a whisk.,improbable,0.2285714285714285,0.7714285714285715,0.0,0.0,-944.9470762009873,-1200.899623856703,-11721.693184375506,-1200.899623856703,-4402.1299679829835
Someone made a smoothie using decades.,inconceivable,0.0,0.0,0.09375,0.90625,-643.9613087566722,-819.6917098709771,-7440.26844005019,-819.6917098709771,-2549.3013453528256
Someone made a smoothie using a blender.,probable,1.0,0.0,0.0,0.0,-1068.7600006660464,-1366.6828923155872,-16029.544859470036,-1366.6828923155872,-5131.480054939785
Someone melted a chocolate bar using a napkin.,impossible,0.0,0.2647058823529412,0.7058823529411765,0.0294117647058823,-833.0073551627381,-1059.8377276067094,-6376.843041302258,-1059.8377276067094,-3103.428577912372
Someone melted a chocolate bar using a radiator.,improbable,0.275,0.675,0.05,0.0,-755.9857070421676,-945.3334213097892,-6066.971489431393,-945.3334213097892,-2713.6231753385196
Someone melted a chocolate bar using a promise.,inconceivable,0.0,0.0,0.225,0.775,-727.6912443187653,-926.50016294866,-3956.531173557507,-926.50016294866,-2055.5487553097064
Someone melted a chocolate bar using a stove.,probable,0.8857142857142857,0.1142857142857142,0.0,0.0,-736.1942749739817,-935.1017469327426,-5802.076314933507,-935.1017469327426,-2670.5111898754085
Someone opened a jar using their mind.,impossible,0.0,0.0,0.9166666666666666,0.0833333333333333,-809.1633396583791,-1009.3104722508831,-6217.244833536559,-1009.3104722508831,-2451.666868733969
Someone opened a jar using their feet.,improbable,0.0851063829787234,0.8723404255319149,0.0425531914893617,0.0,-774.2585513912337,-958.6564712785494,-5990.286124816576,-958.6564712785494,-2593.199045523872
Someone opened a jar using an opinion.,inconceivable,0.0,0.0,0.3703703703703703,0.6296296296296297,-744.1151686246269,-926.2847903744055,-5170.093572741071,-926.2847903744055,-2395.5408796259035
Someone opened a jar using their hands.,probable,0.9743589743589745,0.0,0.0256410256410256,0.0,-884.4079409435394,-1112.0091531585415,-7597.71059645114,-1112.0091531585415,-3055.5701390492723
